Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
14-3-3-beta-R-V	YWHAB	-5.64607948355573	-4.99005986081867	-4.95752984656471	-5.75577434458566	-3.47942156291251	-3.61204593624841	-6.77796158957678	-4.92651499446450	-6.40974749120039	-4.41423121853787	-6.11089436912095	-5.14060325762860	-5.22380803550702	-6.14320816731040	-4.84973872654748	-5.45941613870487	-5.10620174972532	-4.97884756820848	-5.22738969600272	-4.34845966753030	-5.03689505421512	-5.32723856021479	-7.11099843820192	-4.09263089060900	-4.08337046571383	-4.57565291446484	-4.65894414583241	-4.10811964105197	-4.32033204691576	-5.20950220855511	-4.93414491631294	-5.11892956972124	-4.74955488692586	-4.36609829816694	-4.63790368481283	-4.01314362687991
14-3-3-zeta-R-V	YWHAZ	-6.06876007303387	-4.30387195776879	-4.60817984132342	-5.85073937711431	-4.32798609706914	-3.90037229171317	-4.02054894939613	-6.92490362243997	-5.67544307116027	-4.80377681095275	-6.54086311228536	-4.42736640420500	-5.06270747211716	-5.20093434909132	-4.09456663580728	-3.99584387191783	-5.56459852284060	-5.03357161753211	-5.86791379586111	-4.64211479178247	-7.93425046903252	-4.24933289176100	-4.73529418885929	-6.79255791568878	-5.57697893616649	-5.87516369689861	-5.95199452193609	-5.16605439655096	-5.51537674851722	-5.65460586889562	-4.67968004198038	-4.84793460608919	-4.78421477794180	-4.93063443294042	-5.49208297456327	-7.22626495466537
4E-BP1-R-V	EIF4EBP1	-3.90962843037057	-4.01307952367298	-4.13173014323872	-3.63638388766917	-5.03695708516148	-5.86485555855033	-4.39275595898078	-4.05512186785376	-5.75027924045711	-4.06575225074508	-3.59353362844335	-3.73408373862962	-4.18722444505951	-5.28283478208130	-6.40604322560336	-3.77340553761259	-6.19463575581573	-3.65838945033587	-4.87054805809195	-4.94857007735226	-2.98504283165246	-4.98277592044928	-3.81359695067691	-4.46494025947889	-3.50075294986649	-3.59657224544869	-5.22094196966630	-3.82026989260240	-7.04960380380700	-3.65270179993670	-4.15743934630709	-6.32451094026801	-4.78067861767934	-5.81819571800851	-3.89150199537947	-3.21069156133284
4E-BP1_pS65-R-V	EIF4EBP1	-3.74940390813804	-4.74121317001544	-5.58669368338141	-4.36721025619536	-4.13331407570536	-4.80030255923620	-4.56489865916745	-5.06244362454592	-5.83066635470364	-3.64651351863901	-3.08657723408771	-8.07339405772815	-4.97395044047445	-4.32247232965940	-3.34755011337993	-3.49757303031941	-4.65481212833850	-4.76960430168933	-6.04302196295574	-4.57890435387210	-3.73324604730189	-4.71558295433803	-3.97885447015132	-4.92295257180229	-4.76022827524651	-2.95959667010379	-4.23672162486564	-5.61978686219043	-4.88710302029037	-3.19391322896701	-3.30362273832469	-4.23866909425335	-5.39594585901691	-5.97349538429548	-4.71643341927820	-3.23319695242912
53BP1-R-V	TP53BP1	-5.14373372488493	-4.21956080198228	-4.36403268578507	-4.76191456193169	-3.50669423833094	-1.90615305806825	-4.92471033917129	-5.43116584048733	-5.86908240681375	-5.15990408871494	-5.88868198720515	-6.02775634402742	-6.52423114517782	-7.94227044362960	-2.46128753225212	-5.62679046414440	-5.81112959711766	-5.55843515566045	-7.73952654038413	-4.30417995838411	-4.30267853662993	-4.21586533807048	-5.79480092756205	-4.91991232022035	-5.35453920066062	-3.10793468684617	-4.37579209207266	-5.08396253541325	-5.88739085240470	-4.24392465332485	-3.61234616003285	-7.48277419515785	-5.38115623739665	-5.04053189834207	-7.26709343957082	-3.90487489784386
ACC1-R-C	ACACA	-5.68078062662701	-4.22898882662706	-5.36734900115748	-4.51897379463931	-3.79494671161540	-3.83686059596819	-6.27686173080751	-5.53311532839230	-5.13977182390767	-2.61916518198514	-2.34418837697249	-3.57444366452481	-3.79202971270352	-6.17159655430140	-2.81796757589555	-1.86877618245542	-4.01175996422798	-4.15435190652393	-4.98689809820112	-3.20762580963701	-1.73389928938309	-3.72794234308946	-4.73465884908242	-4.25267657274112	-4.27773642720418	-2.52906966356253	-4.46318956508465	-3.99021196618025	-4.89176530856994	-2.97017777415402	-2.56124547451939	-4.24788723588832	-6.95466139289514	-6.69087065165357	-3.15993605466955	-3.56648447097232
ACC_pS79-R-V	ACACA ACACB	-3.11135901907094	-5.74975636743222	-2.90542998726702	-3.82879112380698	-3.20330710691806	-2.62607319478827	-5.12557487810783	-3.54577039335282	-3.30653052290368	-3.04007158973112	-2.61987316818296	-3.60230166893888	-2.97046741154115	-4.65009452153642	-2.26339185032058	-1.45582947075298	-4.40417611869069	-3.89960442953084	-4.19895569488854	-3.05788348147485	-1.34712523810811	-4.02468000818531	-3.31787999823583	-2.99388683879818	-2.11985766849142	-1.08883208429273	-3.62475857416140	-3.47593251108852	-4.56713379375002	-1.74121265895321	-0.613564832686751	-3.34911207706463	-3.65252423882421	-3.62408087986334	-2.29407599681618	-1.53384289526077
ADAR1-M-V	ADAR	-3.72393977928996	-4.37695934330300	-4.04900325075578	-3.59677977798205	-3.97835781769868	-4.41721312977315	-5.33059762781431	-4.35662681107742	-6.64406485393167	-4.42389448415761	-4.20634950622882	-4.99467096767069	-4.73046775891609	-5.57495535024914	-3.17149279234925	-3.76630138549027	-3.90876509676927	-1.49715609701499	-5.40949680664596	-3.79319975984056	-4.09218575413410	-4.68780151190506	-3.57704672496717	-3.65876051081766	-2.65711151735911	-1.74407380983352	-4.25815044249530	-4.64402071821556	-3.96570100653903	-3.40804501192663	-3.11768861990108	-6.57146559153666	-4.52508868430950	-4.12209246636325	-3.89350192145231	-3.99132311849592
Akt-R-V	AKT1 AKT2 AKT3	-3.89652991403267	-3.89635329371635	-5.11448328182436	-3.37357660791500	-2.62504758681720	-2.30743064566378	-3.57043776151168	-6.41383820897629	-3.77781812692744	-2.50647091293672	-2.17905415884197	-4.52773580932570	-5.61135093554138	-3.12077476946219	-2.78730799698038	-2.84413158404978	-5.06792600719735	-5.68026043351702	-4.79799112613784	-2.42892458096217	-2.04514152864325	-4.19966552807424	-3.56842383402745	-3.22977344998395	-3.48654222688326	-2.09478232564286	-5.76177505651755	-2.85390684055154	-4.81852190595364	-2.46498141487644	-2.49369111791734	-5.69005935022523	-4.39202995421504	-5.01440554558184	-2.25914832811227	-3.20720152476826
Akt_pS473-R-V	AKT1 AKT2 AKT3	-4.35624739136744	-5.65863697671860	-4.40553345664174	-4.35418300314693	-4.00180573853535	-3.58882260153758	-3.74212644365724	-3.90860824978209	-3.97424665335609	-3.59395352551689	-4.40640454566246	-3.66648628738099	-4.25392260052647	-3.66952275010102	-3.33240666005600	-3.23683532164276	-6.34816432998891	-4.41785934783742	-4.88423029849813	-4.18937793766951	-3.52940735955807	-4.46524264703033	-4.80028661570030	-3.05921171042290	-4.80500246147726	-2.68592711440661	-3.58789684604490	-6.49692054478208	-4.61176697311478	-3.80038215495242	-2.80582946911683	-3.76920963287443	-4.71766930683046	-3.52035752211108	-4.62202112103070	-3.16960507138984
Akt_pT308-R-V	AKT1 AKT2 AKT3	-6.34739924544897	-6.08557424076617	-3.17757455296674	-6.08070854958213	-5.20922142044321	-5.80125465347135	-4.98693500833359	-4.89508310375679	-6.10680569479889	-5.20343345666695	-6.60054162078838	-5.35183780650000	-4.79936617974024	-6.72368978770739	-7.32071940537571	-2.92928904330120	-4.58023061575643	-5.27903996157835	-6.16595387995140	-6.14771250154104	-3.80962636578243	-5.72101024223589	-7.14882489899829	-5.36732588034774	-5.78771864303687	-3.92729608627044	-6.05528606626717	-6.69910943509997	-5.43985613526901	-4.96530883376970	-3.63482952564436	-5.77767923438401	-6.67949416076946	-4.85032238557198	-5.09526738054767	-5.22678824945097
AMPKa-R-C	PRKAA1	-3.42554967268830	-4.06971925751860	-4.13046579076926	-3.66360230406667	-4.11740075757160	-4.40495688888174	-3.81496844970316	-4.48260880210735	-4.43654702466090	-4.62581255992661	-3.46670146377086	-4.65050066670396	-3.80528340190764	-5.15447132825340	-5.38863462234448	-3.79749650014501	-5.44155388573249	-5.45941134999831	-4.69799158821805	-4.56608363387261	-3.73210490773337	-7.33003657410523	-4.00933754062531	-4.65418017203282	-3.19603193471351	-5.94907122190131	-5.47041845943682	-3.61949335390385	-5.63740695536924	-4.24776958990373	-5.05816347158340	-7.10668340835992	-4.65387089050638	-5.60033868605764	-3.70690029658100	-5.03887973564592
AMPK-a2_pS345-R-V	PRKAA2	-5.97548094802767	-4.37051326474985	-4.82346148672428	-5.79143608587998	-3.96604352812326	-5.88614404003858	-5.48898305273323	-6.48861191221194	-6.87633939455600	-5.43762833112868	-4.37466283017159	-5.24450942128385	-8.42252300235171	-6.45755832460478	-7.27577621617274	-4.61062480499017	-5.41568045943952	-5.40037205618682	-4.84466098037970	-5.85058190844672	-5.51937846231358	-7.52378644615619	-6.02786513054962	-4.82721098237320	-5.71323763210225	-5.66139771326958	-4.81268840109437	-5.08387306484555	-4.57642348012429	-6.45618322079843	-7.25882580682961	-5.43465411157393	-5.40399433013226	-5.90444813026359	-4.68286439712253	-4.54317471060954
AMPKa_pT172-R-C	PRKAA1	-3.51272033178411	-3.45889720916602	-3.87919234976551	-3.46395071939871	-2.21747443840871	-1.35853796585533	-4.46303425803074	-5.38008815950676	-5.86775541012213	-2.92719830622865	-2.08012983656729	-3.36706882952672	-3.94110936377346	-4.21968214453386	-3.72449704349676	-1.25210209474142	-3.96518966170844	-4.23175767301937	-3.32529612419020	-3.68201174049538	-1.14455338141568	-2.73000887360111	-4.05949038781174	-3.24033631481010	-2.98128584472287	-3.71655249293940	-4.28682437472217	-3.48680833085061	-4.23294539615093	-3.45122559725494	-1.59150274071556	-3.41928234621069	-5.99973839804360	-2.58066783139471	-3.71747052959009	-2.15208031562161
Annexin-I-M-V	ANXA1	-4.09809773663352	-5.10336896825328	-4.71287083845565	-4.89410082083971	-3.42682921679549	-3.44842231044555	-4.31256568344640	-3.81243301302112	-4.89439397255929	-4.58595607144633	-3.29358565211110	-3.96900756504870	-3.88325956168616	-4.05488692459510	-4.03695415520390	-3.36698943888785	-4.78592352874106	-3.99712806828784	-4.55267011789998	-3.09946231463789	-3.24306248798434	-4.47559367137650	-3.30394713064965	-4.82011944655000	-3.08585852417682	-4.27909087534477	-4.28137696740499	-3.09392396145347	-5.62072446538378	-5.73748050799301	-3.96806387189060	-4.38264035892831	-3.69593308785395	-4.26849527551434	-3.42248712556619	-4.69740995591969
Annexin-VII-M-V	ANXA7	-6.45653558144420	-4.51378184594540	-3.29924310258230	-4.24989611448255	-5.43637618202930	-5.08187411873009	-5.09396434016903	-3.83907579102002	-4.64846413192803	-5.53726950138786	-4.39347342945222	-3.92712135401577	-5.39958953074246	-5.15179068066643	-5.12246194697911	-5.89024202072525	-4.89549528860241	-5.97393305839880	-4.09294846572627	-4.54110063180977	-4.18861480900088	-4.57831259912584	-5.83422847339933	-4.31667013555074	-5.23595550304191	-4.07733664066331	-4.58728341413123	-8.31787706816141	-3.06325094127962	-5.46194061168522	-4.72472442908075	-4.70501206429010	-7.95265618501142	-4.88637486462065	-4.43773157058453	-3.60757535805125
AR-R-V	AR	-4.05605770360554	-4.84832854361934	-3.91222912447565	-3.27705567072640	-3.03458420984351	-4.23713925894138	-4.68590396791133	-6.00737809694586	-4.98919816491750	-4.33589719230746	-4.41083102943501	-4.01906954889211	-6.62292556558837	-5.32280281435918	-3.38720788053535	-3.26110912763187	-4.49361249746591	-5.04127701655035	-3.64152256621867	-3.75795428396975	-3.00478734551753	-4.88687720359972	-4.12694356622034	-2.79309324195442	-3.69093159050635	-5.18866971831804	-5.29817041498477	-3.65663649887372	-5.26377554560598	-4.22728624739433	-4.76333761778629	-3.89979352900634	-7.36651229711478	-2.65185448290338	-2.99532884135869	-2.84937400829086
A-Raf-R-V	ARAF	-7.31383733667165	-4.80733331350496	-4.65915420054844	-4.25358089418658	-4.36759870193235	-4.70655659244601	-4.72038798661317	-6.04243356693509	-4.41955657830650	-5.40854604332005	-4.73510755116518	-3.97332111324812	-5.67941171519170	-5.60743366018553	-5.88453779224077	-3.93371739495031	-5.24601898340100	-4.73979844171561	-4.45508305936233	-7.39311179114692	-3.67658271472519	-4.37980814121499	-5.41683545670056	-5.07452050477803	-4.56573049812318	-5.27057050726199	-4.50463624175343	-6.18561578534568	-5.53400372356264	-4.35941313889193	-4.20425399422432	-4.69851428946235	-4.25062352248912	-6.47280115686242	-3.90945869506871	-5.63089886717915
ARID1A-R-C	ARID1A	-7.22339887753863	-5.29155470919338	-5.44656474903736	-4.84185009352038	-2.79489849112590	-3.13367955070151	-4.65155389744568	-5.45464393714741	-6.78863415727133	-3.40807884262929	-3.17176799127282	-4.68838007658860	-7.95754777098327	-4.47640875308920	-2.85175610249960	-2.66367217113778	-5.69135679962771	-5.47229003394674	-6.21281705505829	-2.40468151104114	-2.40196914001783	-5.95344563142275	-4.75185437929574	-4.68045383707569	-4.18330437001647	-1.89127798622530	-4.76790901971124	-4.25972847930621	-4.41970433566549	-2.51219807274303	-2.96324852909599	-5.82003963966023	-9.28704434478743	-4.56805854550122	-3.94688265607378	-3.82596656435501
Atg3-R-V	ATG3	-5.07807194324267	-4.27078284305266	-5.02368261961317	-5.11604531105138	-5.81240991860784	-5.89001615220807	-5.11032168343440	-5.64153725269733	-4.71442151677542	-7.99929057724178	-5.16363653906239	-5.93042675479060	-5.22378919916564	-4.27932372043701	-6.04573063696621	-5.45864030925087	-6.54652606913992	-5.98220018978610	-4.27057438913213	-5.15654492232484	-4.44691405571848	-7.10263461511249	-4.82612230771038	-6.79889503691696	-4.51014868894959	-5.56291120609792	-6.33078262925280	-4.25044971197109	-5.98014697467176	-5.25134542235511	-5.59155360474699	-6.66770449237462	-5.51974100836807	-7.00205836573166	-4.44406888415213	-5.15153971962439
Atg7-R-V	ATG7	-4.59376039386051	-4.96452264572392	-4.15539788280560	-4.60701637860338	-5.22402864819481	-5.72959083264033	-5.21183648363324	-4.92654355329643	-5.53318817049328	-4.68793307477201	-5.25656854936532	-4.64174379420623	-5.29079987326688	-5.49444825992626	-5.11055011966048	-5.59039949330379	-3.75635917860777	-5.18147922310490	-8.95298118712079	-5.77134480056468	-3.45422798638742	-4.69545013313775	-5.87585441609683	-5.10932749903465	-4.71598251360137	-4.95822335365078	-5.39889892172785	-5.06204334587642	-5.48838550918655	-4.91438642658344	-5.06274134137798	-5.00705737830371	-5.47636791612093	-5.21442649825808	-5.32693404305628	-3.69672725986717
ATM-R-V	ATM	-5.39098980888059	-5.69735181081290	-4.88686990623054	-4.74430285483810	-4.25020914869648	-4.27684519059067	-4.93383407147856	-5.03152023297153	-5.64336479988851	-4.68298450897659	-3.79340289052991	-5.19527860343880	-5.43267882197910	-6.44941231738279	-4.19195052014117	-3.19466720470400	-5.88853743522451	-5.77350545333536	-5.87715422692200	-4.52321987210504	-2.97625129507467	-5.11206825793639	-6.05051797745013	-6.64991403432413	-2.92947161619354	-4.25434975150480	-4.99037307430750	-5.97641659296376	-6.14415042604576	-4.26857357022586	-3.83846386433320	-4.95513330691722	-5.46283771138462	-6.25061387567885	-4.67200588627298	-4.52715870582755
ATM_pS1981-R-V	ATM	-5.54408597735228	-4.96594087247802	-4.85571984796082	-4.07195162316933	-3.76023033904389	-5.07421101179497	-4.32320043445795	-6.08779081605200	-5.67198563037736	-5.68378228367445	-5.13343106214078	-5.41051093395350	-5.31232225027212	-4.67052076287593	-6.02954061808822	-6.35329993415902	-5.07966766145287	-6.04463156944600	-5.62207703795068	-5.39655936976389	-5.37650606057157	-5.38472455309324	-4.02080802193005	-5.05532628381576	-3.54599474533575	-6.30358812523695	-5.33552445425861	-3.57771283564532	-5.73979882654085	-3.66241071197903	-4.67341885442437	-5.11442525765745	-4.78908377076803	-5.94057524294187	-3.58368808110284	-4.52451669858101
ATR_pS428-R-C	ATR	-4.62110329382525	-5.02470282733034	-6.72304155326995	-4.77078710546441	-5.85089783750459	-4.77202597878780	-6.18840237587665	-7.52237894317391	-5.97624832796760	-4.68564887501342	-4.10408626504097	-4.68119913735279	-6.04539064156669	-6.41470397027099	-4.82235589473110	-4.86557691124887	-5.40256838302098	-5.65285916173950	-5.13623839825393	-5.07972388908658	-4.13933120172330	-6.99223664538286	-4.92268969764012	-5.66870012201929	-4.48084852556940	-3.78885258668415	-5.22633619978441	-7.14047796586690	-6.04419681323043	-6.19564636754879	-4.99308560223107	-6.51095117347864	-8.38931903713806	-4.68563657213794	-5.80202111245593	-4.94719509648156
Aurora-B-R-V	AIM1	-4.09604283270011	-5.76256763758663	-5.44044308942782	-9.46665495601042	-3.87636818721413	-3.94629873091170	-7.80273853986907	-5.99928694753831	-6.25921874025101	-5.00766759567155	-5.16881049005259	-6.00382098988435	-4.65949858292913	-4.90296288277921	-4.36524127312840	-4.34498184746533	-5.48780842718344	-6.32426045838108	-4.96138311347975	-4.17866378204591	-3.64771960278993	-4.71825720940645	-6.41576231036297	-4.63027104746444	-4.75497661182311	-3.50826256074018	-5.07255492526545	-5.71736933748365	-4.69516429646289	-4.75434031564981	-4.49867939176231	-5.44858127629702	-5.04355905950979	-5.61054083397121	-4.66983539258920	-4.42559688570882
Axl-R-V	AXL	-3.61432986945370	-3.84398157709464	-3.95219501126502	-3.62312609326030	-3.21767781152895	-2.60590177149373	-4.25565355491128	-5.06153718605284	-4.29840370086856	-3.45361225823962	-3.16960668655550	-4.57021466600781	-3.36736157549145	-4.68856187260769	-3.44522074427078	-3.42916381271304	-5.56625706320778	-4.60180659810917	-4.45579871431770	-5.00080178759358	-4.01011611160292	-4.64018441010491	-5.45969102149340	-5.15372176353787	-4.24851643751067	-3.48850895277610	-3.78520822633805	-4.87314433776354	-4.81943815219929	-4.99212988007136	-4.22751056031768	-4.14781426264755	-5.63226103672113	-4.26904283138833	-4.64341696294429	-3.02001512677276
B7-H4-R-C	VTCN1	-4.25660633849255	-3.69088568591955	-4.49061073768125	-3.82532294953939	-5.27453306336893	-3.56913380116846	-3.89994541057824	-5.67848262676212	-4.39778054698776	-4.88848498470734	-3.74616674718036	-7.43663571414430	-5.12394956813936	-5.01435642520942	-4.53166579634059	-4.57210614559397	-7.27490083791709	-4.25789268377580	-3.98509977004586	-4.62459888113893	-3.82239653140192	-4.31591805583324	-3.48141981948060	-4.99571263557969	-3.04570485278032	-4.43325902225708	-6.51313935487066	-3.41507354971557	-4.54073411667778	-4.92230674954135	-5.85402749939859	-4.87436386493273	-4.07543688119023	-5.01016363931236	-3.34172919849802	-5.23241018429333
b-Actin-R-C	ACTB	-5.37837396052305	-5.15704731967918	-4.04601197946731	-5.04232368625831	-4.68953747960850	-3.15233546050814	-4.82159300488380	-6.12799784757952	-4.88928619531653	-3.98763675417359	-3.48771907769363	-5.50711716953719	-4.26446968721071	-4.66817161853283	-3.94133944312650	-2.16073191641662	-4.21060322267535	-4.71362201424627	-4.01042757106627	-3.63781782877364	-4.07807628856385	-5.76419463960709	-4.52587315402622	-3.11878680323961	-3.30716212391953	-3.22013294279329	-4.64531905001935	-5.29404794247802	-4.99180493086878	-3.89069071034536	-3.30764931942327	-5.66272968386107	-4.95708188701210	-3.70741494822727	-2.37986200835167	-4.17601590201864
Bad_pS112-R-V	BAD	-3.92773338136793	-5.08379577713410	-5.11385396586773	-4.09642387171403	-4.49542772974141	-9.07823691844749	-5.54299392240940	-5.53981387216663	-5.57730459340719	-5.20625170213594	-3.80835185648617	-5.38698926360383	-5.69564572792200	-5.30097930906581	-4.23560333787807	-5.60376584672781	-5.32472438434336	-7.64951702048104	-5.46738169478224	-4.29748981421089	-5.34663681173002	-5.50702670528526	-5.10330037249691	-6.58585932272916	-4.59505739373584	-4.71114045201817	-5.91472592476693	-6.19878543219080	-5.97181897592474	-4.40051022798085	-4.52224295833997	-5.67993354363411	-6.04921326393129	-5.32716526963217	-5.24622895804853	-4.05061934249960
Bak-R-C	BAK1	-3.36131119735440	-5.33209028899914	-5.61190491026240	-3.69258326274315	-5.08785998311775	-5.50986374415991	-4.84525746063457	-5.78191922508431	-6.11365326571784	-5.98683326929700	-4.08864455795173	-8.99591101195830	-4.90111766493596	-4.91442833668748	-4.96864292165728	-4.14855972009758	-6.26214198253321	-6.34980019958137	-3.89164360902843	-5.68522856388542	-4.30562329065281	-5.38676070375822	-4.15699311955124	-8.03952338120356	-3.48950263614553	-4.10976998551075	-5.94576231460568	-4.11511160419131	-6.21530434866855	-6.02606342420699	-4.27601128942647	-4.90337964346597	-4.84130663467140	-4.58309291893103	-3.84526843911335	-4.74809935685119
BAP1-M-V	BAP1	-6.53957709475093	-6.24479052694072	-6.56870918571458	-6.17892505807001	-4.15099949407287	-6.28428341189752	-6.79377050926814	-5.80444198527615	-5.97283929444271	-5.91116407525335	-5.68371459773864	-5.11259236477341	-5.91551536960913	-5.32311989059078	-4.32919588904923	-6.65784887681010	-6.56678793713534	-4.89738783650471	-5.87584361798545	-5.80754115393845	-6.06675966945702	-6.39727209839542	-3.90468548869584	-8.36375191033221	-5.14306869364468	-5.82312188268594	-6.36137731052710	-6.68978178997366	-6.35676197259659	-5.80338269452106	-6.46190483991435	-5.13436584488214	-5.32991911197336	-5.17859182608223	-4.77531224330448	-5.14695749416292
Bax-R-V	BAX	-4.59729593381715	-5.53115786383174	-6.62227432725146	-4.49362383765330	-4.05235251573788	-3.67388641349647	-4.66982743316307	-4.81159421505234	-5.17131236876760	-6.98967247069600	-4.94304035525359	-5.23094143354673	-5.17200339126797	-5.77642421905994	-3.94917855156167	-6.73673726541946	-5.68515598112863	-4.75430237547688	-6.75607310068967	-4.68433780662346	-4.05750698740595	-4.87444815521615	-4.22309571755756	-6.50776847156128	-6.15945925482808	-4.39890463965357	-6.10426271807159	-4.66410832671717	-6.17739466791895	-4.77447800199625	-5.87650021672445	-4.19232703317445	-5.15288573172260	-5.59354232642091	-4.77985979586557	-3.84602360743021
b-Catenin-R-V	CTNNB1	-3.85232995809801	-6.83619038313836	-5.81179233176343	-4.34874749723255	-3.51691592413605	-3.48174984798393	-4.85128934131178	-4.29818817005658	-4.41355473854393	-4.68106622729284	-3.16869935495125	-4.81248900024657	-4.28101486948241	-4.07365784783681	-2.94921485889929	-2.80603317041812	-4.99942886828606	-4.01728109357440	-9.14576291705749	-3.34965275996951	-3.88397785345717	-4.00495832566265	-4.29995896069865	-5.27312536475195	-4.33183210945657	-3.48754032127401	-5.03149947539236	-5.34506798089363	-5.23143712842200	-3.24875549688224	-2.29099732415596	-4.18607947220200	-4.39112174868558	-4.33921651592957	-4.70767214396761	-2.55476444856368
b-Catenin_pT41_S45-R-V	CTNNB1	-4.32647505629648	-4.34297740748266	-4.53548847937998	-4.41916378769538	-3.81938330582293	-4.28771201338712	-5.21237305824362	-6.11111764613436	-5.63903283561786	-4.79381168305220	-4.94093571454370	-5.42278551875607	-5.69323777371806	-7.45393752967708	-6.19127202832621	-4.92917928683105	-5.61930673949748	-7.33431023130045	-6.63603843040311	-5.64309791819108	-4.89175426931600	-5.06419914349980	-6.17747605211664	-4.91765318530658	-4.44918314847079	-4.05270312646823	-5.89307426083541	-4.27226900945254	-5.68201527200817	-5.17978403110462	-4.70842985307665	-5.99814765987677	-4.51059815339716	-4.14830836497485	-3.90272501922386	-7.17305621737286
Bcl2-M-V	BCL2A1	-5.34603953046993	-4.60827010862963	-5.95744460080110	-4.84503851178123	-6.39323558916247	-3.84496700307727	-3.91669486571593	-4.81950754568949	-4.52216130820227	-3.95436114110505	-3.17313560701153	-4.40315712127910	-5.75335950238909	-4.58157248759140	-7.78707274595477	-5.13884260152611	-4.14568096867875	-5.30429160564097	-3.73244517051236	-5.04922744127941	-4.67897348062936	-4.98857413034532	-3.61303680366616	-6.18059299618205	-3.52848193672556	-6.18306467031126	-3.99322702085737	-3.78203507780986	-4.31320576466315	-5.65199039611550	-8.12537946753954	-4.57606095833262	-6.10668686519648	-5.16691361088002	-3.35118181070149	-5.57136651879696
Bcl-xL-R-V	BCL2L1	-3.75715378118547	-4.07606377299955	-4.18099321774149	-3.55929614514731	-3.65473436183596	-4.49112298426315	-3.93176980999624	-4.56516455369941	-4.80261170375360	-4.11736372591561	-3.75299994508219	-4.81164151142058	-5.71651754343770	-5.40105747987939	-5.35991572600086	-2.09636824155301	-4.59983289976238	-5.42616754902078	-4.50995500655265	-4.34281019748869	-4.42700541832055	-4.58221823450014	-3.64648910854700	-5.64678871986272	-3.40658676911940	-3.61340021372348	-5.21777281468509	-4.02352206552805	-4.88045806943085	-4.14686669990554	-2.58312905796907	-4.68616134962626	-4.73237321572193	-5.73469136009489	-3.94182190093487	-3.79006924173936
Beclin-G-C	BECN1	-4.99792442478245	-5.15704069317124	-4.75665404768121	-5.85766230734032	-5.09303573459203	-3.78527784044702	-4.36335919689852	-6.83657211200815	-6.08839419038624	-6.08538883937337	-4.83317595106628	-5.67386520126666	-6.35359247822231	-5.31603170546360	-4.59832227411957	-5.27668440585170	-5.74224504723158	-5.43785597932140	-5.28884956368767	-3.98327575838297	-5.00561866536556	-5.70826422819422	-4.00581891427916	-6.45368144427854	-4.77309612512589	-5.25769699460146	-4.70282297812898	-4.10487051448400	-8.92166079255540	-3.76153827531421	-4.32188465206980	-3.01476011090436	-4.75352628729368	-7.55564372801631	-3.39210007270299	-5.21478025459246
Bid-R-C	BID	-3.79224440032876	-3.82576003710542	-4.63966897070577	-4.77662981449756	-4.10442266004747	-4.28169864724732	-6.04590145644432	-8.10343203053331	-5.31288915786079	-5.60007484427509	-4.59779460302892	-5.40709277460156	-6.23682041733352	-4.78970570220935	-4.65959561699575	-5.28213800333626	-5.99893787529073	-5.06660971335428	-6.30950404163018	-5.51723206366668	-4.66545773908171	-5.49410860211828	-5.26948670577393	-6.73041784580862	-4.63058497012569	-4.31715828355209	-5.86587468553143	-6.02210950857473	-6.08603475417836	-6.54849110682831	-4.36306567341380	-7.06741765265188	-6.05718462011313	-5.46715817286121	-5.45119798746969	-5.43754535165426
Bim-R-V	BCL2L11	-4.16394683977632	-4.62760482154398	-4.31302976534266	-3.89807276586802	-2.53112097762530	-2.78949337174909	-5.37153094488898	-4.94762050022853	-5.06718330252134	-5.73898576395684	-5.06615586538690	-4.08171109815399	-4.68103984813758	-5.20685592829510	-4.04822141545533	-3.14930649856280	-4.51952421968868	-4.21794412718426	-4.05178724909566	-6.73298078276110	-2.24852032055932	-4.02314656047463	-4.65085476920257	-4.44968892408638	-3.83499656821069	-2.85453023636992	-4.47758983209847	-4.80907727369593	-4.43351407918121	-4.94911566190217	-3.89483777311854	-4.42945917067642	-6.79972673989371	-4.44605241973136	-4.16442143467557	-4.46195353271993
BiP-GRP78-M-C	HSPA5	-6.04180175794827	-6.83514217960728	-5.81058006142100	-5.12558661615646	-4.33384215535592	-5.15349742234328	-6.22346620470460	-6.60933216591807	-5.57314005848178	-4.03201745393658	-4.11924220978576	-7.01028348456219	-6.19109137871849	-6.14693165039505	-5.09300245774796	-5.59711796736296	-5.78508587997774	-5.88762210384556	-6.60492018741413	-4.13854980898921	-3.90395907955402	-6.02608633946858	-4.84036970440202	-7.31367889050165	-4.35760747331415	-5.65934260492980	-5.39763855555620	-6.20135120295888	-5.95966999732345	-3.72046499467154	-3.98730197777733	-7.72881078947240	-6.02975346306205	-6.22287544371340	-7.34217669969621	-5.00723492765256
