Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
C-Raf-R-C	RAF1	-8.47020621235530	-6.11149688559788	-5.00229258395756	-7.97136767777055	-4.16096306250612	-5.44675042661230	-5.25602124847477	-4.83083466924750	-5.49521074148647	-4.52527287486141	-4.05119589263510	-5.34898097704943	-5.73237992306445	-4.83727217505203	-3.66094058284971	-3.74274540590375	-5.70475037793818	-6.37443816281437	-4.44500664179715	-3.65020722891754	-3.42090370933291	-5.02109333872521	-4.42739578316989	-3.81825247918774	-4.28466446141292	-3.01342030965545	-4.79553634660470	-3.93878337560787	-6.46934389542758	-3.77811812626102	-3.48248149180941	-5.15427275707296	-6.09532312747370	-4.67020488683639	-4.42543480395463	-3.85953050852093
C-Raf_pS338-R-V	RAF1	-4.91990294477009	-4.39096388945810	-6.05683683407338	-4.49783524115714	-4.97207572657997	-4.02255932019582	-4.64047800412937	-4.69160719835165	-4.72186580463944	-4.98753353227921	-4.02492222915949	-5.47234241539915	-4.24907000979171	-4.09349767279516	-4.42523238925350	-3.41543726051825	-3.57098969451536	-6.48421573666461	-4.67891531140063	-4.64101237601461	-2.75685982491915	-4.65565092501235	-10.2332543655066	-5.28474636849094	-5.92325097016379	-4.56129340015597	-7.22273704084015	-5.24237028655738	-4.43803121909558	-5.47814913297658	-3.59246738024200	-5.04327566513256	-5.38286573025855	-5.77533687229602	-5.67170271213853	-2.78090361739286
Creb-R-C	CREB1	-4.00973302846223	-4.56857264375128	-6.20968113222680	-4.21251838070718	-3.51728136981575	-3.35175688287719	-3.55701821404408	-4.65909604137735	-5.30333300570807	-4.98431027554707	-4.11982071667679	-6.01634977613652	-3.88801818188716	-4.30572825638512	-4.03128185903258	-5.69936141902530	-4.96182874433263	-5.40664992889872	-4.65310049694421	-3.80468542090228	-3.81933548503656	-4.97212866730562	-3.33445980439729	-6.01512665710319	-3.52580088102359	-5.33972980279853	-6.32782130058886	-3.74192978633424	-7.25956381874271	-4.72685291424169	-6.93829396700093	-5.61187313057905	-4.12995368135813	-5.58258965062662	-3.20887496270749	-5.13990887724408
Cyclin-B1-R-V	CCNB1	-4.36515916453769	-3.96573285434682	-5.62675172648103	-3.19815663902000	-4.57873278318413	-8.23306750696313	-3.42247030047710	-4.76050101873477	-3.86652059136635	-2.17561641629515	-3.02468056757848	-3.30286007452376	-4.61533485878973	-2.73556656878622	-2.03846274314532	-3.80400626766917	-4.74174434044649	-4.40980302369712	-3.04045863799502	-2.12467567812320	-2.36752172235559	-3.68536580724337	-6.44578004826966	-3.16368740181865	-3.38381368707751	-4.28929382224088	-3.55848472868053	-5.70569362387777	-3.59010924315853	-2.62240763560068	-2.92628086635935	-3.30401873179755	-3.61782597673795	-2.74536839240670	-3.04366612667423	-3.72478529360736
Cyclin-D1-R-V	CCND1	-4.02087171580296	-5.61197209668829	-3.80459659797892	-3.67045221871408	-3.88606585164405	-3.42886071972737	-5.02583641800372	-5.22654020248667	-4.57139222638326	-4.50168699170033	-4.45741982292541	-4.07428512615354	-4.86358767154980	-4.41535414580237	-4.38014656179389	-3.34638854730640	-3.84805466377908	-5.02698136374677	-6.99612707654988	-4.07085060752736	-4.21390180475692	-4.74637000808831	-4.68995020932468	-3.86739570451540	-4.28469285978536	-3.57470497935141	-4.15027386731087	-4.87675893343495	-3.60371127706017	-4.66278255646364	-3.83557416811289	-2.96057682134070	-5.71991676976268	-4.32575584963665	-4.59350097813682	-3.86416788576226
Cyclin-D3-M-V	CCND3	-4.39868487736640	-5.01639234257145	-4.35605422300424	-4.99882424595024	-5.01685999102350	-3.92781287350583	-5.10429341021547	-4.06355060415370	-4.99697158661250	-5.73635386309988	-4.63494712563830	-6.04864780308418	-5.08166794648912	-5.90232282170124	-6.50060604388806	-4.78205377607517	-4.69424109253674	-6.61627356751663	-4.67023843137879	-5.70988209416729	-4.09844043462044	-6.48900349730175	-3.65766272118098	-3.99831127445729	-3.73167562127520	-4.35640377330866	-4.51722985749863	-5.05270344422935	-4.52060382791719	-7.70920914677234	-3.79609591042936	-5.43023078483848	-3.87210689030646	-5.89274968906685	-2.92597989266202	-5.56101912665992
Cyclin-E1-M-V	CCNE1	-4.07334206727559	-3.20487830879838	-3.16196838612601	-3.51575934059302	-3.24368768313792	-5.03495761786125	-4.75233856301714	-4.01160996450261	-4.99506064729330	-3.80025638223761	-4.58243556032650	-3.70240965310429	-5.10246097921507	-5.90644581477607	-3.94873977622092	-3.78187273887375	-4.25474804323445	-4.10790116720507	-4.07374999104237	-3.67231072261609	-4.33565901819627	-3.89232371654875	-4.81553858298766	-4.08320627072413	-3.59381201625277	-4.53175736899674	-4.87979705969844	-3.59495703441424	-6.07067777685157	-3.88908661317356	-5.78705315672276	-3.35610445253128	-4.98391111802754	-3.33559613659363	-3.26990611326253	-3.47186603216132
Cyclophilin-F-M-V	PPIF	-4.42126257208813	-2.71701462500088	-2.92444489375792	-2.65358985046947	-4.97620949494950	-3.03199991209807	-4.82765942812975	-3.25935565903501	-2.60124662804375	-2.97485690038261	-1.84736410103913	-4.00528928866203	-3.95871720415355	-2.85448949308919	-3.43331427040383	-2.67663471190620	-3.53896105549786	-3.64857984684386	-2.53796694226952	-4.31039017790471	-2.16078303896254	-4.90497996106645	-2.76684533757938	-3.39429207325439	-3.44672665989525	-2.58245630589170	-4.32030841985496	-2.31259139020108	-2.26934497205387	-5.79433948907702	-2.36572746248723	-4.52706389568919	-4.87405986430629	-4.32037875824667	-1.84656162557105	-4.52680064006045
D-a-Tubulin-R-V	TUBA1A TUBA1B TUBA1C TUBA3C TUBA3D TUBA3E TUBA4A TUBA8	-4.06100462242142	-9.19382486013406	-4.24763193142807	-4.78423873976640	-3.75148791255807	-3.89605955406413	-5.48962320221253	-4.91044824437966	-7.25629170321371	-4.65039455142042	-4.95726406232289	-6.35173924161391	-5.59694763992986	-6.16725565927045	-4.63333082542516	-5.89079828091794	-5.47071379887741	-4.90816056288637	-6.03227653090659	-4.02089566995759	-5.46516285473962	-4.18007060393438	-5.18941976094019	-5.47898417559940	-3.79154667733929	-6.21983844001786	-6.91011208332069	-5.66563530882775	-5.71520973665385	-4.08281735890763	-4.79619265673383	-6.20003169313742	-4.48543429203498	-4.36985169438696	-4.02380608031833	-4.78366062865524
DJ1-R-V	PARK7	-6.25061533894824	-4.63746161785142	-4.23624999356477	-5.76756634152896	-4.15780989955831	-4.02235052434725	-4.34318597421213	-5.15455045844725	-6.34806812907346	-6.23154714030221	-5.04527901857816	-6.79760577463279	-4.35943836583752	-4.92911321907711	-3.88565887471695	-3.67451833706833	-5.45432660839416	-7.00705546954898	-6.56775692747891	-6.04955070677849	-3.65923728412573	-4.81853034846665	-4.45714998365528	-7.74330235258188	-5.54480291578892	-5.98373126858133	-7.09672299978689	-4.34007102141305	-6.08445561859301	-5.52852900324874	-6.47901022114883	-4.96023774168547	-5.46468124069078	-4.78622259093772	-4.01228091081902	-4.38516152483811
DM-Histone-H3-R-V	HISTH3	-3.77512329505180	-3.94987621821062	-4.78599654268935	-3.74715443800826	-4.69034794660155	-2.93562930756265	-4.09847637583409	-3.18074040273510	-4.68834438394288	-5.80496626518257	-3.98734853625599	-4.33374740188588	-4.29369093326723	-4.75551644887588	-4.77565370742391	-4.63571857907602	-3.44743774422450	-4.51190689361939	-4.35876298871206	-4.34256725310689	-4.31527743795289	-4.56539252355187	-3.35433783740915	-3.86304583789503	-3.15049012290508	-3.24222524958729	-5.94190977204463	-3.84216793478240	-3.18833433422458	-4.20302397439789	-4.61289103818463	-4.21203532691592	-3.44111544664239	-5.00763176359570	-2.86369011333880	-4.41235253574112
DM-K9-Histone-H3-R-C	H3K9ME2	-4.92611537368440	-5.62005177295321	-7.48212928819334	-5.90280642258680	-4.28917350514737	-4.97212214137926	-4.87487349219329	-6.03621560038922	-4.25975536729768	-4.93005017406543	-4.67198540613160	-5.96621913517327	-4.88699356229907	-4.95193814282194	-7.43584327374986	-4.55246331027056	-6.42514240777891	-5.17475067692859	-6.57104015178213	-5.48426538109465	-5.23162519266253	-5.27019625144165	-5.20095994255208	-5.35673563122709	-7.75036802931195	-4.61373367184602	-4.84040081343586	-4.35701960831549	-4.69114105279485	-6.38238260914786	-4.80569668364037	-6.35023962190414	-7.61249128708381	-4.54637886575981	-4.77570057394606	-4.41070663534877
DUSP4-R-V	DUSP4	-4.26640328965802	-3.51616957501735	-5.51384049778527	-5.37551871337617	-6.43814671863719	-6.89933445946461	-3.60639933595431	-5.21371885658532	-6.78166356877032	-4.95273299933093	-4.62117368833091	-3.57984460874591	-4.60612843111662	-4.27870479393219	-4.60541805744250	-3.74453026174284	-4.24447619382805	-4.24939045319205	-4.52475109102693	-3.66273257664009	-4.13329858095668	-4.47650232800918	-3.83569376392721	-6.55262836064260	-5.16863643632787	-3.83445281791841	-3.77729832959059	-3.56440483254199	-4.17251962901259	-5.70182568839758	-3.53109892366932	-4.53525298587920	-4.61777830797667	-5.00921336383726	-3.93493698818388	-4.44958805483961
E2F1-M-V	E2F1	-6.55266126131604	-4.41572593736358	-5.07538081223823	-6.32297265153402	-5.29087510613505	-4.11802063876329	-4.02429627341431	-7.49534051758583	-6.40334342680756	-6.00768235817863	-6.52068497462523	-5.31516879445993	-5.03704522641475	-4.67749523424605	-4.58646452243831	-4.78254852908163	-4.82671416377616	-5.13435339269973	-5.58042592443305	-4.24385148432210	-4.99262015161533	-7.60702854098300	-4.22433404920898	-4.63846795655549	-3.78979874166271	-6.32766556612742	-5.39988165484229	-3.93779717850257	-5.05969460512964	-4.49981147282427	-5.34941969912524	-5.36161655222802	-5.11411789705418	-5.57011033675728	-3.85355562850548	-4.19171867761441
E-Cadherin-R-V	CDH1	-5.02410126239762	-7.18515579516266	-5.04883841729011	-4.80150737878010	-4.48767793141634	-3.58845029437154	-5.71154043947610	-4.93433404281956	-6.79088319641318	-4.88472945806683	-5.65772258301721	-6.15898232036472	-5.16183455371852	-5.05146887178374	-3.95561407157162	-3.58957499426954	-5.99640839214597	-4.59470383811001	-5.20171582214397	-5.10588574069227	-5.16408742406824	-4.81117905563284	-5.65614544766695	-6.23039776028550	-5.38445340601828	-3.99333132190744	-7.85533182641821	-4.57688787601028	-6.39705018678434	-6.37657078305381	-4.15398783553928	-4.95019682264338	-5.88781395842631	-5.27815383139688	-8.79188724607511	-4.10575630525748
eEF2-R-C	EEF2	-4.30670459220974	-3.83802763599812	-3.83151631386328	-3.90099836886788	-3.45433205240942	-4.66894619948907	-6.03381684355462	-4.86182097239973	-4.32908722430197	-4.07976559652376	-3.29233623985864	-5.83201484326351	-5.04515711632171	-5.74892799601829	-5.06363911259201	-1.02787248420124	-6.43467473830674	-5.00057139575915	-4.17692366898367	-3.73513368704931	-4.59388840784100	-5.50869183864219	-4.49372894847958	-6.09549905624623	-5.79604922837427	-3.22061994791269	-5.38020879284777	-4.21114810700067	-4.32133558984029	-3.13617328913572	-4.22438601896784	-4.42758251107815	-4.55935962990315	-6.37610756922502	-4.09397763733146	-2.02765675757067
eEF2K-R-V	EEF2K	-6.44431298572255	-5.90172783937973	-5.37072088394864	-6.90216291277533	-3.71425601929406	-2.79116636599872	-5.49554381210632	-4.94577939429835	-5.24244788052141	-6.06484722511216	-3.86802124458499	-5.17741834257396	-6.56608811179894	-5.27157811251656	-3.44066572424779	-4.45691720789332	-4.53627017933700	-5.14766826673200	-4.39948711800507	-3.66875446048494	-2.67589984248519	-5.97273196844509	-5.05327312005449	-5.51305718096217	-3.64214942676939	-3.54401503168260	-5.52374531546663	-4.96852540642196	-4.66215276505083	-4.68557226981174	-5.04635306835952	-6.36164971174586	-6.24710489761839	-5.02507670263893	-5.76170949034893	-4.92646857965057
EGFR-R-V	EGFR	-5.59408613392283	-4.17531543245410	-4.41141659681265	-4.43561488573670	-2.82499783194371	-3.43430258570351	-5.17602514673322	-4.49428295801874	-9.51487586367221	-6.46532950881205	-6.45210359709358	-4.83493447060748	-5.65198805598344	-3.74892873928876	-2.09485571986029	-4.01894041303675	-5.10875351075718	-5.31678943188615	-4.76111812305074	-3.01400267725857	-3.09616261949425	-4.53731140882151	-7.21826565888003	-5.50456594278660	-6.86021159907137	-5.85005065716540	-5.01969840244974	-6.88579822887130	-7.62896378719583	-4.63774672721834	-5.21240378164386	-5.77252399481776	-6.48496792383846	-6.13082274630478	-6.24373800041717	-5.44496657610592
EGFR_pY1173-R-V	EGFR	-8.18638566230742	-4.72866485192043	-3.14490609676579	-6.54434320975804	-5.20943040342670	-6.29548467547545	-6.43168709033243	-5.85934188781807	-5.80706046955982	-5.11380273453868	-7.82426842603047	-4.61703588174104	-6.49384624621435	-5.57569731746006	-4.79923622997982	-5.22330236569211	-7.25542051666865	-6.47271740879897	-5.03097174510864	-4.97477697395078	-4.53904264308608	-4.85585217525244	-6.55061313072337	-5.03429310658486	-4.62109646309797	-4.93827393360987	-5.36667643660055	-4.43642334328426	-6.81154276366427	-5.77539965803124	-4.58150409496083	-4.95625953155753	-6.22169943725581	-4.50950932252912	-5.43746132128267	-4.62432187522442
eIF4E-R-V	EIF4E	-6.76305012644978	-3.95535786851482	-5.47944206561072	-5.44768132903380	-4.25622058010877	-3.93335630652566	-4.46102692528893	-4.43119449948033	-4.99658316868844	-3.78405255029728	-3.24785245130162	-4.94199037982284	-4.89022454310881	-4.56188663105507	-3.58935193831907	-3.59815636328852	-4.94544147118770	-6.31386091303037	-4.72972602147887	-3.34488123071039	-3.09663941975879	-4.91270736159139	-5.38225911532310	-4.62517744814985	-3.76294464473338	-2.56233477077184	-4.53436720991702	-3.48679848456985	-6.72413546867714	-3.07037743133007	-2.92080815065421	-4.86527390150043	-5.19022050010761	-4.39983778848049	-3.69048049933513	-6.05043091743495
eIF4E_pS209-R-V	EIF4E	-3.53115893289784	-3.72563901156942	-4.92096939257564	-4.54199082747952	-5.68526224437273	-4.37130504294407	-3.49889640019005	-4.38909677366099	-4.25746712091957	-5.00701571318190	-4.10792000743659	-4.42882370065543	-4.36481250667889	-4.84833123697870	-3.96766097253327	-2.99866464605660	-4.99280107710990	-4.70708762464792	-5.32186050537366	-4.14693025381759	-4.57726055824014	-5.08717134711968	-3.33814970486590	-8.35056864380048	-3.23050221952181	-5.06333222883287	-7.96271150415084	-3.65465762054355	-5.64025693725432	-4.45055076072267	-6.11927983136625	-4.86183097990837	-4.08631415640931	-6.86538400565911	-3.74675793474056	-4.87261498166615
eIF4G-R-C	EIF4G1	-5.38148867987200	-6.63101164898723	-4.41548421709458	-4.02965881170080	-3.29981052341974	-3.50124286945693	-6.73008427915436	-5.04875277307573	-4.48629040889720	-3.31962010588949	-3.03020131462628	-5.72928636088455	-7.42861556162694	-4.19807294595871	-2.31042689280619	-2.83008594805132	-5.87122539835573	-4.92558829807121	-5.49148749180106	-2.65533373550876	-2.39746239396611	-4.11675625454682	-4.62497415931976	-3.53193244014272	-4.60479502276851	-2.11915096903846	-4.78427885579792	-3.84450406678943	-5.46115076268257	-2.68666683161721	-2.99397893415787	-4.76616640168886	-5.06970092462250	-4.25729965142473	-3.63559557614311	-2.72030854698515
Elk1_pS383-R-C	ELK1	-6.34646601488953	-7.22243889489753	-4.88359606344291	-5.66712592057754	-5.20195128344948	-4.26262079261299	-6.55854573147260	-5.33367094658656	-5.28823497707597	-3.90958671031145	-4.80718595820067	-6.05097998713200	-4.53362266670412	-5.83281105356932	-4.23364687052871	-5.67948750846539	-4.93477330045178	-8.09079755688358	-3.94167389811861	-4.39058007647610	-4.78348076237696	-8.94216923704401	-4.65074769829135	-3.32496731770911	-4.55756824444161	-6.96799814648771	-3.60505619925743	-5.73107254422831	-4.32786933552525	-5.85572721663360	-4.64924172800735	-5.12895369866506	-5.83677616548020	-4.22809186324751	-4.33705217952502	-5.13031906645276
EMA-M-C	MUC1	-2.88962947387375	-5.97010425057702	-3.42781422396685	-3.89036560899721	-1.74066062915147	-2.52999034561499	-4.54900591521119	-3.93599755846663	-6.20839222386439	-5.76426612498935	-1.99619362721335	-5.38501257375049	-4.03410080062633	-4.79639202522265	-2.77890157049817	-1.59714889849665	-3.36685054861513	-4.15815446903555	-2.51541258850057	-2.95136354506408	-0.687705373537347	-2.97677884607034	-2.47801404808778	-3.28012392585718	-2.82476051809531	-2.99368711447533	-6.85478409524352	-2.41086278701226	-5.89601882020863	-6.01973564639691	-6.37055739191538	-3.51231953201383	-3.75418176213365	-4.40472608745212	-4.60994514368092	-3.53767472094669
ENY2-M-C	ENY2	-6.21340107953662	-4.16732482424967	-4.00441320143356	-5.97083301476426	-3.27510726021251	-4.10845510142325	-4.13934320518141	-4.95681783715962	-5.90939804225425	-3.85816496148267	-4.58715610041806	-4.25015476304615	-5.67603414698088	-5.12875406784381	-4.11120047843132	-5.78098809345950	-5.01180202890712	-4.83008568977277	-4.18525336906535	-4.00819865092674	-4.19210293830156	-6.20609300855266	-6.66080653118456	-3.54132057198002	-5.25410114182557	-3.95460633476375	-4.35652970796067	-5.56350998728734	-3.51774139781392	-3.92234334734803	-4.29387367022214	-5.33231476702140	-4.37322430258394	-3.31707960069341	-4.59350511648062	-4.62742543197711
ER-R-V	ESR1	-5.38337489908355	-5.68611852171690	-5.03624478446624	-5.66604865940894	-3.94389261803109	-3.42072708223845	-5.77018575898080	-6.10393477615467	-4.27066769999752	-4.65077608651497	-6.63877486943461	-5.44093295152816	-5.10554888050192	-4.77016741702447	-3.57647254226226	-5.96064240989688	-6.23577012729920	-5.35370419433572	-5.64053506553711	-3.36155432812596	-5.06699999975805	-5.08171912917148	-5.63823640565569	-4.50823891231649	-4.42387021622896	-4.42169279128659	-4.70463938155681	-6.14230388453661	-4.69984604886214	-3.35600826557532	-4.51347946201416	-4.20556448707100	-5.07209399089860	-4.40897451123320	-3.93004708241355	-4.23629644671275
ER-a_pS118-R-V	ESR1	-6.35058435851720	-4.28898358756184	-5.00342728275989	-4.01646161805733	-5.08372554870210	-4.18821926970926	-4.87464705913437	-7.09759922247155	-4.78998546026474	-5.26679140948475	-4.27742245120023	-4.27072642133970	-5.11102122623694	-4.73950019531638	-5.14362694929908	-5.93553695717361	-7.16440675342440	-9.08160182748175	-5.82760417065711	-3.76652192412211	-4.14986968217965	-5.37591192224195	-6.51888577114173	-5.64386424977074	-6.38207169192459	-6.36651243504848	-4.09511691123010	-8.16228377732579	-5.55873145467736	-3.78877019224507	-4.44735302546777	-6.86298492853996	-6.17754855443269	-4.22570063920450	-4.23494131069965	-4.60543148256712
ERCC1-M-V	ERCC1	-4.66075029505739	-4.21688952286154	-5.39828485088004	-4.70995505273989	-3.47584929841129	-4.63748516864106	-4.36842818284209	-6.44574297136947	-4.48293891382231	-6.24865376913605	-4.35114071988667	-6.38506453684971	-5.04600559586605	-5.20634694990859	-5.19087356647250	-6.20014020478954	-7.94848877558284	-7.96562478378308	-6.45644369054131	-5.39715989584555	-4.63772655871631	-5.53293373867487	-4.64214019452580	-6.93275105607537	-6.53233129851926	-4.91659157970715	-4.91556527534757	-7.30649468123940	-5.81948996386486	-9.35594636330028	-4.91630082058123	-10.4070880719205	-5.49594507977622	-5.68781298237091	-4.63582624058807	-6.09858619684895
ERCC5-R-C	ERCC5	-5.42064842518245	-4.62958485327934	-4.52100206756975	-8.47513674668832	-4.50273037788669	-4.34422745684917	-4.35706122743209	-4.19456523672919	-5.81249334231930	-5.06823359049857	-4.83618492646095	-4.27410162439742	-3.90644859668349	-5.00651899308508	-4.26911388862781	-4.37757698779891	-4.90106192851295	-4.52794787060477	-4.92460034567593	-3.91493184856741	-3.61328327522046	-4.77336512098568	-4.09114506648258	-5.56571433840111	-5.54029104047271	-4.14259222805766	-4.16515269947374	-4.27167456438604	-6.52827047720132	-4.03280606513916	-4.29277004542953	-4.08049369991568	-3.78168780262626	-4.39011173987512	-4.89772004304583	-5.48698625454012
Ets-1-R-V	ETS1	-4.82347820583107	-3.75529877108392	-4.48042537671801	-3.75784652631737	-4.14273863830842	-3.35084206987216	-4.75501849118231	-5.92827027267028	-4.31112911975299	-4.45056733996111	-3.93062926096289	-5.58152699537364	-4.86163454916669	-4.78716063038361	-4.58580041756706	-1.58653423622490	-5.88562993759695	-5.28318041817872	-4.65145613983744	-4.38225140468177	-3.72525449692895	-6.77984109079203	-4.41930381333716	-5.76284271987034	-4.12125849840088	-4.06924663422071	-6.18382950011042	-4.92416128776035	-5.15604078841969	-3.86259713627727	-3.88760643462394	-5.78803616830530	-4.66135261630481	-5.62389955090905	-3.59581685043288	-4.03462786338821
FAK-R-C	PTK2	-3.26566810691734	-4.47369556667503	-4.20843790232975	-3.65473982355122	-4.19735713440440	-4.18243670954515	-3.27691581122176	-4.39078964943532	-4.20454983870209	-7.05337989714097	-3.56484660790488	-5.10522754900757	-4.20826517405833	-3.88985242853063	-4.15461424512382	-2.96307095332782	-5.37312405354160	-4.17991100764822	-6.30529942277933	-4.25275985188964	-3.96141665099575	-4.91645903548392	-3.45293717680917	-5.00997236168644	-3.15010655374388	-4.46441641099770	-5.19978895804455	-4.84144369499647	-6.72842804292925	-4.50496852695504	-3.58720258518087	-4.50780995770520	-4.56112224010473	-5.27283268575904	-3.44574898615298	-4.08384977967659
FAK_pY397-R-V	PTK2	-4.15644510080682	-4.63556561331708	-4.71341097333621	-5.28961811950653	-4.73488190580276	-4.38875390542854	-4.49172908896907	-4.38068965862378	-4.44379068644425	-4.43556883436296	-3.85977405518817	-3.90082309813455	-4.82332536533356	-4.73200091239677	-4.11450760544912	-3.21232934106513	-4.13433577537338	-4.44613542994349	-6.42709164757974	-3.69484350053644	-2.35270230032311	-3.88982131805784	-4.33308398224238	-4.12195584180620	-4.44261978716083	-3.19997817162478	-4.27469498131049	-4.07535195133327	-5.64042856372530	-3.78781855382522	-2.16618674698804	-4.32626618594637	-4.16134685012216	-5.37586677779107	-3.38262315852399	-2.29866346012799
FASN-R-V	FASN	-7.34075913693268	-4.77361806734896	-4.22773827151093	-4.80217870823709	-3.73893815051040	-4.17257451773924	-4.38629910083368	-4.78817012780483	-5.41089135530170	-4.21048593025452	-3.22052344667384	-6.77541335433336	-5.20055166014579	-4.88476145234898	-3.49351521501280	-2.92341479821225	-5.53608147387293	-6.27091645938462	-4.65995506565044	-3.82297514272631	-2.84886301865635	-4.79182136819344	-6.48384971122621	-5.48676244079839	-5.14458914224384	-3.19991544035070	-5.81409190930270	-4.95822260555384	-10.9112877217716	-3.80215016037816	-3.34260742916378	-5.58597503186260	-6.06024413624084	-6.99079375324727	-5.53063656627415	-3.42900328857430
FoxM1-R-V	FOXM1	-4.74510518361138	-4.92803897709248	-4.52016946415173	-4.08813323480582	-5.70189729437519	-4.43319089787718	-5.60712627588128	-5.40603289096810	-4.80422134334482	-4.22868656361599	-4.55650811939304	-5.43292498962728	-5.46283947316050	-4.78960728177762	-3.22564073950529	-3.75171657100379	-5.24876083030120	-5.55045858195605	-4.04823815390232	-4.87761631268767	-3.00507823683321	-5.76967755674981	-5.74696846932034	-4.64830784995250	-5.06496976660504	-4.41497894204898	-4.53886108419374	-4.80735285532969	-4.69159275569442	-4.41304392955617	-3.77231692678046	-4.89449895447307	-5.53052420278357	-3.91990692856022	-5.01004051471646	-4.57458144374140
FoxO3a-R-C	FOXO3	-5.06961682827708	-5.79869558433871	-6.84617785688342	-4.83357715177926	-4.46180043372998	-3.21134714340870	-5.45251146605948	-6.60541022739399	-8.66617232847775	-5.81536167062239	-4.40179047081006	-4.76279840269484	-7.36579897118976	-4.58155420751436	-4.65787442426599	-5.70359305000179	-5.57032994610807	-6.34325099538370	-5.30436222839837	-4.78857693207307	-4.04126309298364	-5.52469235938816	-5.07294101541292	-5.83640845714449	-5.37097664752220	-5.33491673942516	-5.86405513274736	-6.23576226646744	-6.25018802952598	-5.40665817630509	-3.97563819624719	-4.73756009358667	-4.56077966083701	-5.59226470963688	-3.75517632182323	-6.21206825867844
FoxO3a_pS318_S321-R-C	FOXO3	-4.84595287881393	-4.18641984490087	-5.08301462812521	-4.38982472947621	-4.84104145324986	-3.46347277345624	-4.69193892295161	-5.17235938289925	-4.75838312772848	-6.84032159505752	-4.46046214925223	-4.55004372077607	-5.12261798097800	-5.20303107742494	-6.96810525513776	-4.41442492275322	-4.72142612654648	-5.70671685950575	-4.60820419354935	-7.48903540538029	-4.37541998497927	-6.14427150993647	-5.64105125443667	-5.64555971527668	-4.74372329253257	-4.72267945803994	-3.92197315965916	-4.89265349394471	-4.59324063963848	-5.62623476989668	-3.97956457883308	-4.95885608674402	-5.25307422255260	-4.89247984971818	-6.19974254255021	-6.39105203431787
G6PD-R-V	G6PD	-4.75378500656967	-5.02652802421941	-4.70021279791378	-6.92741888426062	-5.58494527102776	-7.15435974373326	-7.70375073341618	-5.32652434863477	-5.71040811561818	-5.48392377662726	-5.40799524824051	-5.80532438267559	-5.73040490270166	-5.28154203874160	-5.01974046514829	-4.59993009283908	-4.66605021698953	-5.93260619170472	-5.66145653401881	-4.12947296305967	-4.30340506656113	-4.10092776779016	-7.51920050423765	-4.17548359056470	-4.54982959312398	-5.12547349512312	-4.66684907264481	-4.37524911962092	-3.80479364937407	-4.69393387579675	-5.48027294287386	-6.26229090486445	-5.67777286675170	-5.30039463952936	-4.88763506001356	-4.85119887303338
Gab2-R-V	GAB2	-2.76196670730882	-3.46520548456137	-3.21142453272574	-4.81615966501212	-4.66194313349087	-4.22865426829414	-3.17458393503605	-5.46166862219322	-5.04216772726318	-3.81697010139478	-4.15282822835780	-3.40921636451427	-3.62802055493537	-4.43559922070236	-3.75234028701122	-4.55449197394050	-6.77600249998025	-2.95036274163179	-4.67833163745774	-3.50070038895498	-3.17370052426927	-3.32230574110726	-5.35539027903005	-6.19740229738267	-4.60437492237907	-4.04742358511088	-3.50392047097742	-5.13498540976090	-4.73787876636453	-3.75648958669923	-4.15128739273008	-3.43510023560675	-4.64865143867054	-4.61072467048429	-3.95507961713400	-2.90831837005647
GATA3-M-V	GATA3	-4.53893889670066	-4.53012873251170	-4.19069854708976	-4.09895295372738	-4.16609620201656	-4.53551910980646	-4.44310328329549	-4.32401920648168	-5.62776260867782	-4.50848866531494	-4.12892523292235	-5.52071262701986	-5.09966626086946	-5.09122744216255	-4.35341116494764	-4.49133047786427	-5.38631979110611	-4.48862940696999	-4.26300252634757	-3.96487901129673	-5.10700778277742	-4.33584416662819	-3.49397787617959	-4.85904631771176	-3.22855329913696	-4.43152558634277	-4.46030132488052	-3.12259117966258	-4.37696038233140	-4.03802703700719	-4.16506311396556	-4.23861716499283	-4.24073905336308	-4.38351800118489	-3.29971374141788	-4.12663453453968
GATA6-R-C	GATA6	-6.13174055867336	-3.57976229926972	-4.22431134124145	-5.00580675322612	-3.47431933140264	-3.18781677485370	-5.49649245921820	-5.45279770007816	-4.32099686287528	-5.73532050954352	-5.62473074191592	-3.93038795089381	-4.76056571558651	-4.87143190585065	-3.99741182412847	-4.39460162973809	-6.28548269819164	-5.60021439256642	-4.58126967963868	-4.15512581303498	-4.62777983672564	-4.50134164724261	-3.76932364373081	-5.42432861372859	-3.06412364830968	-5.68655734409502	-5.33791644815415	-3.72186869483557	-5.64525610426675	-3.77436757761681	-6.34890982247377	-4.57807717818345	-5.95020580250647	-4.05148002387710	-3.18654040545445	-4.30096594251211
