Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
C-Raf_pS338-R-V	RAF1	-4.79698188244180	-4.26804282712981	-5.93391577174509	-4.37491417882885	-4.84915466425168	-3.89963825786754	-4.51755694180108	-4.56868613602337	-4.59894474231115	-4.86461246995093	-3.90200116683120	-5.34942135307086	-4.12614894746342	-3.97057661046687	-4.30231132692521	-3.29251619818996	-3.44806863218707	-6.36129467433632	-4.55599424907234	-4.51809131368632	-2.63393876259087	-4.53272986268407	-10.1103333031784	-5.16182530616266	-5.80032990783550	-4.43837233782768	-7.09981597851186	-5.11944922422909	-4.31511015676730	-5.35522807064829	-3.46954631791371	-4.92035460280427	-5.25994466793026	-5.65241580996773	-5.54878164981024	-2.65798255506457
Creb-R-C	CREB1	-4.00740364638194	-4.56624326167098	-6.20735175014650	-4.21018899862689	-3.51495198773546	-3.34942750079690	-3.55468883196378	-4.65676665929706	-5.30100362362778	-4.98198089346677	-4.11749133459649	-6.01402039405622	-3.88568879980686	-4.30339887430482	-4.02895247695228	-5.69703203694500	-4.95949936225233	-5.40432054681842	-4.65077111486391	-3.80235603882199	-3.81700610295626	-4.96979928522532	-3.33213042231699	-6.01279727502290	-3.52347149894329	-5.33740042071824	-6.32549191850856	-3.73960040425395	-7.25723443666241	-4.72452353216139	-6.93596458492064	-5.60954374849876	-4.12762429927784	-5.58026026854632	-3.20654558062720	-5.13757949516378
Cyclin-B1-R-V	CCNB1	-4.65743473946901	-4.25800842927814	-5.91902730141234	-3.49043221395131	-4.87100835811545	-8.52534308189444	-3.71474587540842	-5.05277659366608	-4.15879616629766	-2.46789199122647	-3.31695614250980	-3.59513564945508	-4.90761043372105	-3.02784214371753	-2.33073831807663	-4.09628184260049	-5.03401991537780	-4.70207859862843	-3.33273421292634	-2.41695125305451	-2.65979729728690	-3.97764138217469	-6.73805562320097	-3.45596297674996	-3.67608926200883	-4.58156939717219	-3.85076030361185	-5.99796919880908	-3.88238481808985	-2.91468321053200	-3.21855644129067	-3.59629430672886	-3.91010155166927	-3.03764396733801	-3.33594170160554	-4.01706086853867
Cyclin-D1-R-V	CCND1	-3.97505001652029	-5.56615039740561	-3.75877489869625	-3.62463051943140	-3.84024415236137	-3.38303902044469	-4.98001471872104	-5.18071850320400	-4.52557052710058	-4.45586529241766	-4.41159812364273	-4.02846342687086	-4.81776597226713	-4.36953244651969	-4.33432486251121	-3.30056684802373	-3.80223296449640	-4.98115966446410	-6.95030537726720	-4.02502890824469	-4.16808010547425	-4.70054830880564	-4.64412851004201	-3.82157400523272	-4.23887116050269	-3.52888328006874	-4.10445216802820	-4.83093723415228	-3.55788957777750	-4.61696085718096	-3.78975246883022	-2.91475512205803	-5.67409507048000	-4.27993415035397	-4.54767927885415	-3.81834618647959
Cyclin-D3-M-V	CCND3	-4.30389025162121	-4.92159771682625	-4.26125959725904	-4.90402962020505	-4.92206536527831	-3.83301824776064	-5.00949878447028	-3.96875597840850	-4.90217696086730	-5.64155923735468	-4.54015249989311	-5.95385317733899	-4.98687332074392	-5.80752819595605	-6.40581141814286	-4.68725915032997	-4.59944646679154	-6.52147894177144	-4.57544380563360	-5.61508746842209	-4.00364580887525	-6.39420887155657	-3.56286809543578	-3.90351664871209	-3.63688099553000	-4.26160914756346	-4.42243523175344	-4.95790881848415	-4.42580920217200	-7.61441452102716	-3.70130128468417	-5.33543615909328	-3.77731226456126	-5.79795506332166	-2.83118526691682	-5.46622450091471
Cyclin-E1-M-V	CCNE1	-4.02775248276060	-3.15928872428338	-3.11637880161101	-3.47016975607803	-3.19809809862292	-4.98936803334626	-4.70674897850215	-3.96602037998761	-4.94947106277831	-3.75466679772262	-4.53684597581151	-3.65682006858929	-5.05687139470008	-5.86085623026107	-3.90315019170593	-3.73628315435875	-4.20915845871946	-4.06231158269008	-4.02816040652737	-3.62672113810109	-4.29006943368128	-3.84673413203376	-4.76994899847267	-4.03761668620914	-3.54822243173777	-4.48616778448175	-4.83420747518344	-3.54936744989924	-6.02508819233657	-3.84349702865857	-5.74146357220777	-3.31051486801629	-4.93832153351255	-3.29000655207864	-3.22431652874754	-3.42627644764632
Cyclophilin-F-M-V	PPIF	-4.64095763384649	-2.93670968675924	-3.14413995551628	-2.87328491222783	-5.19590455670786	-3.25169497385643	-5.04735448988811	-3.47905072079337	-2.82094168980211	-3.19455196214097	-2.06705916279749	-4.22498435042039	-4.17841226591191	-3.07418455484755	-3.65300933216219	-2.89632977366456	-3.75865611725623	-3.86827490860222	-2.75766200402788	-4.53008523966307	-2.38047810072090	-5.12467502282481	-2.98654039933774	-3.61398713501275	-3.66642172165362	-2.80215136765006	-4.54000348161332	-2.53228645195944	-2.48904003381223	-6.01403455083539	-2.58542252424559	-4.74675895744755	-5.09375492606465	-4.54007382000504	-2.06625668732941	-4.74649570181881
D-a-Tubulin-R-V	TUBA1A TUBA1B TUBA1C TUBA3C TUBA3D TUBA3E TUBA4A TUBA8	-3.84637593280512	-8.97919617051774	-4.03300324181177	-4.56961005015011	-3.53685922294177	-3.68143086444784	-5.27499451259624	-4.69581955476337	-7.04166301359743	-4.43576586180413	-4.74263537270660	-6.13711055199762	-5.38231895031357	-5.95262696965415	-4.41870213580886	-5.67616959130164	-5.25608510926111	-4.69353187327007	-5.81764784129029	-3.80626698034130	-5.25053416512333	-3.96544191431809	-4.97479107132390	-5.26435548598311	-3.57691798772300	-6.00520975040157	-6.69548339370440	-5.45100661921145	-5.50058104703756	-3.86818866929134	-4.58156396711754	-5.98540300352113	-4.27080560241869	-4.15522300477067	-3.80917739070204	-4.56903193903895
DJ1-R-V	PARK7	-6.28551733004233	-4.67236360894551	-4.27115198465885	-5.80246833262304	-4.19271189065240	-4.05725251544134	-4.37808796530622	-5.18945244954133	-6.38297012016755	-6.26644913139630	-5.08018100967224	-6.83250776572688	-4.39434035693161	-4.96401521017120	-3.92056086581103	-3.70942032816241	-5.48922859948824	-7.04195746064306	-6.60265891857300	-6.08445269787257	-3.69413927521981	-4.85343233956073	-4.49205197474936	-7.77820434367598	-5.57970490688301	-6.01863325967542	-7.13162499088098	-4.37497301250714	-6.11935760968709	-5.56343099434283	-6.51391221224292	-4.99513973277956	-5.49958323178487	-4.82112458203181	-4.04718290191311	-4.42006351593220
DM-Histone-H3-R-V	HISTH3	-3.87704249656166	-4.05179541972048	-4.88791574419922	-3.84907363951812	-4.79226714811142	-3.03754850907251	-4.20039557734395	-3.28265960424496	-4.79026358545274	-5.90688546669244	-4.08926773776585	-4.43566660339575	-4.39561013477709	-4.85743565038574	-4.87757290893377	-4.73763778058589	-3.54935694573436	-4.61382609512925	-4.46068219022192	-4.44448645461675	-4.41719663946275	-4.66731172506174	-3.45625703891901	-3.96496503940490	-3.25240932441494	-3.34414445109715	-6.04382897355449	-3.94408713629226	-3.29025353573444	-4.30494317590775	-4.71481023969449	-4.31395452842578	-3.54303464815226	-5.10955096510556	-2.96560931484866	-4.51427173725098
DM-K9-Histone-H3-R-C	H3K9ME2	-4.97649072031305	-5.67042711958187	-7.53250463482200	-5.95318176921545	-4.33954885177602	-5.02249748800791	-4.92524883882194	-6.08659094701788	-4.31013071392633	-4.98042552069408	-4.72236075276026	-6.01659448180192	-4.93736890892773	-5.00231348945059	-7.48621862037852	-4.60283865689922	-6.47551775440757	-5.22512602355725	-6.62141549841079	-5.53464072772330	-5.28200053929119	-5.32057159807030	-5.25133528918073	-5.40711097785575	-7.80074337594059	-4.66410901847467	-4.89077616006451	-4.40739495494415	-4.74151639942351	-6.43275795577652	-4.85607203026903	-6.40061496853280	-7.66286663371246	-4.59675421238846	-4.82607592057471	-4.46108198197742
DUSP4-R-V	DUSP4	-4.20813184782887	-3.45789813318819	-5.45556905595611	-5.31724727154701	-6.37987527680804	-6.84106301763546	-3.54812789412515	-5.15544741475617	-6.72339212694118	-4.89446155750177	-4.56290224650175	-3.52157316691675	-4.54785698928747	-4.22043335210303	-4.54714661561334	-3.68625881991369	-4.18620475199889	-4.19111901136289	-4.46647964919777	-3.60446113481093	-4.07502713912752	-4.41823088618002	-3.77742232209806	-6.49435691881344	-5.11036499449871	-3.77618137608926	-3.71902688776144	-3.50613339071283	-4.11424818718344	-5.64355424656842	-3.47282748184017	-4.47698154405004	-4.55950686614751	-4.95094192200810	-3.87666554635472	-4.39131661301045
E2F1-M-V	E2F1	-6.53604347367640	-4.39910814972394	-5.05876302459859	-6.30635486389437	-5.27425731849540	-4.10140285112365	-4.00767848577466	-7.47872272994619	-6.38672563916792	-5.99106457053899	-6.50406718698558	-5.29855100682028	-5.02042743877510	-4.66087744660640	-4.56984673479867	-4.76593074144198	-4.81009637613651	-5.11773560506009	-5.56380813679340	-4.22723369668246	-4.97600236397569	-7.59041075334336	-4.20771626156933	-4.62185016891584	-3.77318095402307	-6.31104777848778	-5.38326386720265	-3.92117939086292	-5.04307681749000	-4.48319368518462	-5.33280191148559	-5.34499876458837	-5.09750010941453	-5.55349254911763	-3.83693784086583	-4.17510088997476
E-Cadherin-R-V	CDH1	-4.89075302092304	-7.05180755368810	-4.91549017581554	-4.66815913730553	-4.35432968994177	-3.45510205289697	-5.57819219800153	-4.80098580134499	-6.65753495493861	-4.75138121659226	-5.52437434154264	-6.02563407889015	-5.02848631224395	-4.91812063030917	-3.82226583009705	-3.45622675279496	-5.86306015067139	-4.46135559663544	-5.06836758066940	-4.97253749921770	-5.03073918259367	-4.67783081415827	-5.52279720619238	-6.09704951881093	-5.25110516454370	-3.85998308043287	-7.72198358494363	-4.44353963453570	-6.26370194530977	-6.24322254157924	-4.02063959406471	-4.81684858116881	-5.75446571695174	-5.14480558992231	-8.65853900460053	-3.97240806378291
eEF2-R-C	EEF2	-4.45739061758708	-3.98871366137545	-3.98220233924062	-4.05168439424522	-3.60501807778675	-4.81963222486640	-6.18450286893195	-5.01250699777707	-4.47977324967931	-4.23045162190109	-3.44302226523598	-5.98270086864085	-5.19584314169905	-5.89961402139562	-5.21432513796935	-1.17855850957857	-6.58536076368406	-5.15125742113649	-4.32760969436100	-3.88581971242665	-4.74457443321834	-5.65937786401952	-4.64441497385692	-6.24618508162356	-5.94673525375160	-3.37130597329002	-5.53089481822510	-4.36183413237801	-4.47202161521763	-3.28685931451306	-4.37507204434517	-4.57826853645549	-4.71004565528049	-6.52679359460236	-4.24466366270880	-2.17834278294801
eEF2K-R-V	EEF2K	-6.50103294849845	-5.95844780215563	-5.42744084672454	-6.95888287555123	-3.77097598206996	-2.84788632877463	-5.55226377488222	-5.00249935707425	-5.29916784329731	-6.12156718788806	-3.92474120736090	-5.23413830534986	-6.62280807457485	-5.32829807529247	-3.49738568702370	-4.51363717066923	-4.59299014211291	-5.20438822950791	-4.45620708078098	-3.72547442326085	-2.73261980526109	-6.02945193122099	-5.10999308283040	-5.56977714373808	-3.69886938954530	-3.60073499445850	-5.58046527824253	-5.02524536919787	-4.71887272782673	-4.74229223258764	-5.10307303113543	-6.41836967452176	-6.30382486039429	-5.08179666541484	-5.81842945312483	-4.98318854242648
EGFR-R-V	EGFR	-5.56540268196156	-4.14663198049283	-4.38273314485138	-4.40693143377543	-2.79631437998245	-3.40561913374224	-5.14734169477196	-4.46559950605748	-9.48619241171095	-6.43664605685078	-6.42342014513232	-4.80625101864621	-5.62330460402218	-3.72024528732749	-2.06617226789902	-3.99025696107548	-5.08007005879592	-5.28810597992489	-4.73243467108947	-2.98531922529730	-3.06747916753298	-4.50862795686024	-7.18958220691876	-5.47588249082533	-6.83152814711011	-5.82136720520413	-4.99101495048848	-6.85711477691003	-7.60028033523456	-4.60906327525707	-5.18372032968259	-5.74384054285649	-6.45628447187720	-6.10213929434351	-6.21505454845591	-5.41628312414465
EGFR_pY1173-R-V	EGFR	-8.20624555738292	-4.74852474699595	-3.16476599184130	-6.56420310483355	-5.22929029850222	-6.31534457055096	-6.45154698540795	-5.87920178289359	-5.82692036463533	-5.13366262961420	-7.84412832110598	-4.63689577681655	-6.51370614128986	-5.59555721253558	-4.81909612505534	-5.24316226076763	-7.27528041174417	-6.49257730387448	-5.05083164018415	-4.99463686902629	-4.55890253816159	-4.87571207032796	-6.57047302579889	-5.05415300166038	-4.64095635817349	-4.95813382868539	-5.38653633167607	-4.45628323835977	-6.83140265873980	-5.79525955310676	-4.60136399003635	-4.97611942663305	-6.24155933233132	-4.52936921760464	-5.45732121635819	-4.64418177029993
eIF4E-R-V	EIF4E	-6.79503486682923	-3.98734260889428	-5.51142680599017	-5.47966606941326	-4.28820532048823	-3.96534104690512	-4.49301166566838	-4.46317923985978	-5.02856790906789	-3.81603729067674	-3.27983719168108	-4.97397512020229	-4.92220928348827	-4.59387137143453	-3.62133667869853	-3.63014110366798	-4.97742621156716	-6.34584565340983	-4.76171076185833	-3.37686597108985	-3.12862416013825	-4.94469210197085	-5.41424385570255	-4.65716218852930	-3.79492938511284	-2.59431951115130	-4.56635195029648	-3.51878322494930	-6.75612020905659	-3.10236217170953	-2.95279289103366	-4.89725864187989	-5.22220524048707	-4.43182252885995	-3.72246523971459	-6.08241565781442
eIF4E_pS209-R-V	EIF4E	-3.54691331181972	-3.74139339049131	-4.93672377149753	-4.55774520640141	-5.70101662329462	-4.38705942186595	-3.51465077911193	-4.40485115258287	-4.27322149984146	-5.02277009210378	-4.12367438635848	-4.44457807957731	-4.38056688560077	-4.86408561590058	-3.98341535145515	-3.01441902497848	-5.00855545603178	-4.72284200356980	-5.33761488429554	-4.16268463273948	-4.59301493716202	-5.10292572604157	-3.35390408378779	-8.36632302272233	-3.24625659844369	-5.07908660775476	-7.97846588307273	-3.67041199946543	-5.65601131617621	-4.46630513964455	-6.13503421028814	-4.87758535883025	-4.10206853533120	-6.88113838458099	-3.76251231366244	-4.88836936058804
eIF4G-R-C	EIF4G1	-5.52189201785763	-6.77141498697285	-4.55588755508020	-4.17006214968643	-3.44021386140537	-3.64164620744255	-6.87048761714000	-5.18915611106136	-4.62669374688283	-3.46002344387512	-3.17060465261191	-5.86968969887018	-7.56901889961257	-4.33847628394434	-2.45083023079181	-2.97048928603695	-6.01162873634136	-5.06599163605684	-5.63189082978669	-2.79573707349438	-2.53786573195174	-4.25715959253245	-4.76537749730539	-3.67233577812834	-4.74519836075413	-2.25955430702409	-4.92468219378355	-3.98490740477506	-5.60155410066821	-2.82707016960284	-3.13438227214349	-4.90656973967449	-5.21010426260812	-4.39770298941036	-3.77599891412874	-2.86071188497078
Elk1_pS383-R-C	ELK1	-6.29226950156085	-7.16824238156885	-4.82939955011423	-5.61292940724886	-5.14775477012080	-4.20842427928431	-6.50434921814392	-5.27947443325788	-5.23403846374729	-3.85539019698277	-4.75298944487199	-5.99678347380332	-4.47942615337544	-5.77861454024064	-4.17945035720003	-5.62529099513672	-4.88057678712310	-8.03660104355490	-3.88747738478994	-4.33638356314742	-4.72928424904828	-8.88797272371531	-4.59655118496268	-3.27077080438043	-4.50337173111294	-6.91380163315903	-3.55085968592875	-5.67687603089963	-4.27367282219658	-5.80153070330492	-4.59504521467868	-5.07475718533638	-5.78257965215152	-4.17389534991884	-4.28285566619634	-5.07612255312408
EMA-M-C	MUC1	-2.86296751397203	-5.94344229067530	-3.40115226406513	-3.86370364909549	-1.71399866924975	-2.50332838571327	-4.52234395530947	-3.90933559856491	-6.18173026396267	-5.73760416508763	-1.96953166731163	-5.35835061384876	-4.00743884072460	-4.76973006532093	-2.75223961059645	-1.57048693859493	-3.34018858871341	-4.13149250913383	-2.48875062859884	-2.92470158516236	-0.661043413635624	-2.95011688616862	-2.45135208818606	-3.25346196595546	-2.79809855819359	-2.96702515457361	-6.82812213534179	-2.38420082711053	-5.86935686030691	-5.99307368649519	-6.34389543201366	-3.48565757211210	-3.72751980223192	-4.37806412755039	-4.58328318377919	-3.51101276104497
ENY2-M-C	ENY2	-6.06445768679011	-4.01838143150316	-3.85546980868706	-5.82188962201776	-3.12616386746600	-3.95951170867674	-3.99039981243490	-4.80787444441312	-5.76045464950775	-3.70922156873617	-4.43821270767156	-4.10121137029965	-5.52709075423437	-4.97981067509730	-3.96225708568482	-5.63204470071300	-4.86285863616062	-4.68114229702626	-4.03630997631885	-3.85925525818023	-4.04315954555506	-6.05714961580615	-6.51186313843805	-3.39237717923352	-5.10515774907907	-3.80566294201725	-4.20758631521416	-5.41456659454083	-3.36879800506742	-3.77339995460152	-4.14493027747564	-5.18337137427489	-4.22428090983744	-3.16813620794691	-4.44456172373412	-4.47848203923061
ER-R-V	ESR1	-5.33249350814231	-5.63523713077566	-4.98536339352500	-5.61516726846770	-3.89301122708985	-3.36984569129721	-5.71930436803956	-6.05305338521343	-4.21978630905628	-4.59989469557372	-6.58789347849336	-5.39005156058692	-5.05466748956068	-4.71928602608323	-3.52559115132102	-5.90976101895564	-6.18488873635796	-5.30282280339448	-5.58965367459587	-3.31067293718472	-5.01611860881680	-5.03083773823024	-5.58735501471445	-4.45735752137525	-4.37298882528772	-4.37081140034535	-4.65375799061557	-6.09142249359537	-4.64896465792090	-3.30512687463408	-4.46259807107292	-4.15468309612975	-5.02121259995736	-4.35809312029196	-3.87916569147231	-4.18541505577151
ER-a_pS118-R-V	ESR1	-6.30465237557671	-4.24305160462136	-4.95749529981940	-3.97052963511685	-5.03779356576162	-4.14228728676878	-4.82871507619388	-7.05166723953107	-4.74405347732426	-5.22085942654427	-4.23149046825974	-4.22479443839922	-5.06508924329646	-4.69356821237590	-5.09769496635860	-5.88960497423312	-7.11847477048392	-9.03566984454126	-5.78167218771664	-3.72058994118163	-4.10393769923916	-5.32997993930147	-6.47295378820125	-5.59793226683026	-6.33613970898411	-6.32058045210799	-4.04918492828962	-8.11635179438530	-5.51279947173687	-3.74283820930458	-4.40142104252729	-6.81705294559947	-6.13161657149221	-4.17976865626402	-4.18900932775916	-4.55949949962664
ERCC1-M-V	ERCC1	-4.60753925988953	-4.16367848769368	-5.34507381571218	-4.65674401757203	-3.42263826324343	-4.58427413347320	-4.31521714767423	-6.39253193620161	-4.42972787865445	-6.19544273396819	-4.29792968471881	-6.33185350168185	-4.99279456069819	-5.15313591474073	-5.13766253130464	-6.14692916962167	-7.89527774041498	-7.91241374861521	-6.40323265537345	-5.34394886067769	-4.58451552354845	-5.47972270350701	-4.58892915935794	-6.87954002090750	-6.47912026335140	-4.86338054453928	-4.86235424017971	-7.25328364607155	-5.76627892869700	-9.30273532813240	-4.86308978541337	-10.3538770367525	-5.44273404460836	-5.63460194720305	-4.58261520542020	-6.04537516168108
ERCC5-R-C	ERCC5	-5.53864195415117	-4.74757838224807	-4.63899559653848	-8.59313027565706	-4.62072390685541	-4.46222098581790	-4.47505475640081	-4.31255876569792	-5.93048687128803	-5.18622711946729	-4.95417845542968	-4.39209515336614	-4.02444212565222	-5.12451252205380	-4.38710741759653	-4.49557051676763	-5.01905545748168	-4.64594139957349	-5.04259387464466	-4.03292537753614	-3.73127680418918	-4.89135864995440	-4.20913859545131	-5.68370786736984	-5.65828456944143	-4.26058575702638	-4.28314622844247	-4.38966809335477	-6.64626400617005	-4.15079959410788	-4.41076357439825	-4.19848722888441	-3.89968133159498	-4.50810526884385	-5.01571357201455	-5.60497978350885
Ets-1-R-V	ETS1	-4.83327426109430	-3.76509482634715	-4.49022143198123	-3.76764258158060	-4.15253469357164	-3.36063812513539	-4.76481454644553	-5.93806632793351	-4.32092517501622	-4.46036339522434	-3.94042531622611	-5.59132305063686	-4.87143060442991	-4.79695668564683	-4.59559647283028	-1.59633029148813	-5.89542599286018	-5.29297647344195	-4.66125219510066	-4.39204745994500	-3.73505055219218	-6.78963714605526	-4.42909986860039	-5.77263877513357	-4.13105455366410	-4.07904268948394	-6.19362555537365	-4.93395734302358	-5.16583684368291	-3.87239319154050	-3.89740248988716	-5.79783222356852	-4.67114867156804	-5.63369560617227	-3.60561290569611	-4.04442391865143
FAK-R-C	PTK2	-3.34016696257440	-4.54819442233209	-4.28293675798681	-3.72923867920829	-4.27185599006147	-4.25693556520222	-3.35141466687883	-4.46528850509239	-4.27904869435916	-7.12787875279803	-3.63934546356194	-5.17972640466464	-4.28276402971540	-3.96435128418770	-4.22911310078088	-3.03756980898488	-5.44762290919867	-4.25440986330528	-6.37979827843639	-4.32725870754671	-4.03591550665282	-4.99095789114099	-3.52743603246624	-5.08447121734351	-3.22460540940095	-4.53891526665477	-5.27428781370162	-4.91594255065354	-6.80292689858632	-4.57946738261211	-3.66170144083794	-4.58230881336227	-4.63562109576180	-5.34733154141611	-3.52024784181004	-4.15834863533366
FAK_pY397-R-V	PTK2	-3.59819412773910	-4.07731464024936	-4.15516000026849	-4.73136714643881	-4.17663093273504	-3.83050293236082	-3.93347811590135	-3.82243868555605	-3.88553971337653	-3.87731786129524	-3.30152308212045	-3.34257212506683	-4.26507439226583	-4.17374993932905	-3.55625663238139	-2.65407836799741	-3.57608480230566	-3.88788445687576	-5.86884067451202	-3.13659252746872	-1.79445132725538	-3.33157034499012	-3.77483300917466	-3.56370486873848	-3.88436881409311	-2.64172719855706	-3.71644400824277	-3.51710097826554	-5.08217759065757	-3.22956758075750	-1.60793577392032	-3.76801521287864	-3.60309587705443	-4.81761580472335	-2.82437218545627	-1.74041248706027
FASN-R-V	FASN	-7.27873992082502	-4.71159885124130	-4.16571905540327	-4.74015949212943	-3.67691893440274	-4.11055530163158	-4.32427988472602	-4.72615091169717	-5.34887213919404	-4.14846671414686	-3.15850423056618	-6.71339413822571	-5.13853244403813	-4.82274223624132	-3.43149599890514	-2.86139558210459	-5.47406225776527	-6.20889724327696	-4.59793584954278	-3.76095592661865	-2.78684380254869	-4.72980215208578	-6.42183049511855	-5.42474322469072	-5.08256992613618	-3.13789622424304	-5.75207269319504	-4.89620338944618	-10.8492685056640	-3.74013094427050	-3.28058821305612	-5.52395581575494	-5.99822492013318	-6.92877453713960	-5.46861735016649	-3.36698407246664
FoxM1-R-V	FOXM1	-4.90049551417665	-5.08342930765774	-4.67555979471699	-4.24352356537108	-5.85728762494045	-4.58858122844245	-5.76251660644654	-5.56142322153337	-4.95961167391009	-4.38407689418125	-4.71189844995830	-5.58831532019255	-5.61822980372576	-4.94499761234288	-3.38103107007056	-3.90710690156906	-5.40415116086647	-5.70584891252132	-4.20362848446759	-5.03300664325294	-3.16046856739847	-5.92506788731508	-5.90235879988561	-4.80369818051777	-5.22036009717031	-4.57036927261424	-4.69425141475901	-4.96274318589495	-4.84698308625969	-4.56843426012144	-3.92770725734573	-5.04988928503834	-5.68591453334884	-4.07529725912549	-5.16543084528172	-4.72997177430667
FoxO3a-R-C	FOXO3	-5.05106793166956	-5.78014668773118	-6.82762896027589	-4.81502825517174	-4.44325153712246	-3.19279824680117	-5.43396256945196	-6.58686133078647	-8.64762343187024	-5.79681277401487	-4.38324157420254	-4.74424950608732	-7.34725007458224	-4.56300531090683	-4.63932552765846	-5.68504415339426	-5.55178104950054	-6.32470209877618	-5.28581333179085	-4.77002803546555	-4.02271419637611	-5.50614346278064	-5.05439211880540	-5.81785956053697	-5.35242775091467	-5.31636784281764	-5.84550623613983	-6.21721336985992	-6.23163913291846	-5.38810927969756	-3.95708929963967	-4.71901119697915	-4.54223076422949	-5.57371581302935	-3.73662742521571	-6.19351936207092
FoxO3a_pS318_S321-R-C	FOXO3	-4.76447984807811	-4.10494681416504	-5.00154159738939	-4.30835169874038	-4.75956842251404	-3.38199974272042	-4.61046589221579	-5.09088635216343	-4.67691009699266	-6.75884856432170	-4.37898911851641	-4.46857069004025	-5.04114495024218	-5.12155804668912	-6.88663222440195	-4.33295189201739	-4.63995309581065	-5.62524382876993	-4.52673116281353	-7.40756237464446	-4.29394695424345	-6.06279847920065	-5.55957822370085	-5.56408668454086	-4.66225026179675	-4.64120642730412	-3.84050012892334	-4.81118046320888	-4.51176760890266	-5.54476173916086	-3.89809154809726	-4.87738305600820	-5.17160119181677	-4.81100681898236	-6.11826951181439	-6.30957900358204
G6PD-R-V	G6PD	-4.69071216890677	-4.96345518655650	-4.63713996025087	-6.86434604659770	-5.52187243336486	-7.09128690607035	-7.64067789575326	-5.26345151097186	-5.64733527795527	-5.42085093896435	-5.34492241057760	-5.74225154501268	-5.66733206503875	-5.21846920107869	-4.95666762748538	-4.53685725517617	-4.60297737932662	-5.86953335404181	-5.59838369635590	-4.06640012539676	-4.24033222889823	-4.03785493012725	-7.45612766657474	-4.11241075290179	-4.48675675546107	-5.06240065746021	-4.60377623498190	-4.31217628195801	-3.74172081171116	-4.63086103813384	-5.41720010521095	-6.19921806720155	-5.61470002908879	-5.23732180186646	-4.82456222235065	-4.78812603537047
Gab2-R-V	GAB2	-2.83587525466430	-3.53911403191685	-3.28533308008122	-4.89006821236760	-4.73585168084636	-4.30256281564962	-3.24849248239154	-5.53557716954871	-5.11607627461866	-3.89087864875026	-4.22673677571328	-3.48312491186975	-3.70192910229085	-4.50950776805784	-3.82624883436670	-4.62840052129598	-6.84991104733573	-3.02427128898727	-4.75224018481322	-3.57460893631046	-3.24760907162475	-3.39621428846274	-5.42929882638553	-6.27131084473815	-4.67828346973455	-4.12133213246636	-3.57782901833290	-5.20889395711638	-4.81178731372001	-3.83039813405471	-4.22519594008556	-3.50900878296223	-4.72255998602603	-4.68463321783978	-4.02898816448948	-2.98222691741196
GATA3-M-V	GATA3	-4.55015273776843	-4.54134257357947	-4.20191238815753	-4.11016679479515	-4.17731004308432	-4.54673295087423	-4.45431712436325	-4.33523304754945	-5.63897644974559	-4.51970250638271	-4.14013907399012	-5.53192646808763	-5.11088010193723	-5.10244128323031	-4.36462500601540	-4.50254431893203	-5.39753363217388	-4.49984324803776	-4.27421636741534	-3.97609285236449	-5.11822162384519	-4.34705800769596	-3.50519171724736	-4.87026015877953	-3.23976714020473	-4.44273942741054	-4.47151516594829	-3.13380502073034	-4.38817422339917	-4.04924087807496	-4.17627695503333	-4.24983100606060	-4.25195289443085	-4.39473184225266	-3.31092758248565	-4.13784837560744
GATA6-R-C	GATA6	-6.03454883124040	-3.48257057183676	-4.12711961380849	-4.90861502579316	-3.37712760396967	-3.09062504742074	-5.39930073178524	-5.35560597264519	-4.22380513544232	-5.63812878211056	-5.52753901448295	-3.83319622346084	-4.66337398815355	-4.77424017841769	-3.90022009669551	-4.29740990230513	-6.18829097075867	-5.50302266513346	-4.48407795220571	-4.05793408560201	-4.53058810929268	-4.40414991980965	-3.67213191629785	-5.32713688629563	-2.96693192087672	-5.58936561666205	-5.24072472072119	-3.62467696740261	-5.54806437683379	-3.67717585018385	-6.25171809504080	-4.48088545075049	-5.85301407507351	-3.95428829644413	-3.08934867802148	-4.20377421507915
GCLM-R-C	GCLM	-5.04852949792071	-4.71549471121512	-4.20901533129647	-5.06662638589682	-4.17935740697237	-4.53176460510511	-5.67520091858198	-5.42789249650359	-5.51297492765868	-6.17457105000392	-4.55648784387206	-5.01123166621134	-4.65854970968389	-7.98587191364924	-4.41654745344711	-5.03430332198172	-6.24160160751803	-6.30096161126792	-5.84219964572414	-4.16858398935023	-5.16911325117129	-4.15280126992359	-4.39407583057641	-4.44547676206128	-5.28547628321776	-4.55330665914165	-7.94493231770558	-4.61482608576011	-9.38791254230479	-5.17611885834966	-4.93833560938131	-5.10945644451231	-5.35494259444327	-5.34733320240991	-4.29694022231487	-4.69440469393353
