Antibody	Genes	CTRL_0	PBS_1	PBS_4	PBS_8	PBS_24	PBS_48	EGF_1	EGF_4	EGF_8	EGF_24	EGF_48	HGF_1	HGF_4	HGF_8	HGF_24	HGF_48	OSM_1	OSM_4	OSM_8	OSM_24	OSM_48	IFNG_1	IFNG_4	IFNG_8	IFNG_24	IFNG_48	BMP2_1	BMP2_4	BMP2_8	BMP2_24	BMP2_48	TGFB_1	TGFB_4	TGFB_8	TGFB_24	TGFB_48
14-3-3-beta-R-V	YWHAB	-5.59346249687863	-4.93744287414158	-4.90491285988762	-5.70315735790856	-3.42680457623542	-3.55942894957132	-6.72534460289969	-4.87389800778740	-6.35713050452330	-4.36161423186078	-6.05827738244385	-5.08798627095151	-5.17119104882993	-6.09059118063331	-4.79712173987039	-5.40679915202777	-5.05358476304822	-4.92623058153138	-5.17477270932563	-4.29584268085321	-4.98427806753803	-5.27462157353769	-7.05838145152483	-4.04001390393191	-4.03075347903674	-4.52303592778774	-4.60632715915531	-4.05550265437488	-4.26771506023867	-5.15688522187802	-4.88152792963585	-5.06631258304415	-4.69693790024877	-4.31348131148985	-4.58528669813574	-3.96052664020281
14-3-3-zeta-R-V	YWHAZ	-6.07255933672185	-4.30767122145676	-4.61197910501140	-5.85453864080228	-4.33178536075712	-3.90417155540115	-4.02434821308411	-6.92870288612795	-5.67924233484824	-4.80757607464073	-6.54466237597334	-4.43116566789297	-5.06650673580513	-5.20473361277930	-4.09836589949525	-3.99964313560581	-5.56839778652858	-5.03737088122009	-5.87171305954908	-4.64591405547044	-7.93804973272048	-4.25313215544898	-4.73909345254726	-6.79635717937675	-5.58077819985446	-5.87896296058659	-5.95579378562407	-5.16985366023893	-5.51917601220520	-5.65840513258359	-4.68347930566836	-4.85173386977716	-4.78801404162977	-4.93443369662840	-5.49588223825125	-7.23006421835334
4E-BP1-R-V	EIF4EBP1	-3.86482383734954	-3.96827493065194	-4.08692555021769	-3.59157929464813	-4.99215249214045	-5.82005096552929	-4.34795136595974	-4.01031727483272	-5.70547464743608	-4.02094765772404	-3.54872903542231	-3.68927914560859	-4.14241985203847	-5.23803018906026	-6.36123863258232	-3.72860094459155	-6.14983116279469	-3.61358485731483	-4.82574346507091	-4.90376548433123	-2.94023823863143	-4.93797132742824	-3.76879235765587	-4.42013566645786	-3.45594835684545	-3.55176765242765	-5.17613737664526	-3.77546529958136	-7.00479921078596	-3.60789720691566	-4.11263475328605	-6.27970634724697	-4.73587402465831	-5.77339112498747	-3.84669740235843	-3.16588696831181
4E-BP1_pS65-R-V	EIF4EBP1	-3.76848040345056	-4.76028966532796	-5.60577017869393	-4.38628675150788	-4.15239057101788	-4.81937905454872	-4.58397515447996	-5.08152011985844	-5.84974285001616	-3.66559001395153	-3.10565372940023	-8.09247055304067	-4.99302693578697	-4.34154882497192	-3.36662660869244	-3.51664952563193	-4.67388862365102	-4.78868079700184	-6.06209845826826	-4.59798084918462	-3.75232254261441	-4.73465944965055	-3.99793096546384	-4.94202906711481	-4.77930477055902	-2.97867316541631	-4.25579812017816	-5.63886335750294	-4.90617951560289	-3.21298972427952	-3.32269923363721	-4.25774558956587	-5.41502235432943	-5.99257187960800	-4.73550991459071	-3.25227344774164
53BP1-R-V	TP53BP1	-5.23192956748126	-4.30775664457861	-4.45222852838139	-4.85011040452802	-3.59489008092727	-1.99434890066458	-5.01290618176762	-5.51936168308366	-5.95727824941008	-5.24809993131127	-5.97687782980147	-6.11595218662374	-6.61242698777415	-8.03046628622593	-2.54948337484844	-5.71498630674073	-5.89932543971398	-5.64663099825678	-7.82772238298045	-4.39237580098044	-4.39087437922626	-4.30406118066680	-5.88299677015837	-5.00810816281668	-5.44273504325694	-3.19613052944250	-4.46398793466899	-5.17215837800958	-5.97558669500102	-4.33212049592118	-3.70054200262917	-7.57097003775417	-5.46935207999297	-5.12872774093840	-7.35528928216715	-3.99307074044019
ACC1-R-C	ACACA	-5.62467698944698	-4.17288518944704	-5.31124536397746	-4.46287015745929	-3.73884307443538	-3.78075695878817	-6.22075809362750	-5.47701169121228	-5.08366818672765	-2.56306154480512	-2.28808473979247	-3.51834002734479	-3.73592607552350	-6.11549291712138	-2.76186393871553	-1.81267254527540	-3.95565632704796	-4.09824826934391	-4.93079446102110	-3.15152217245699	-1.67779565220307	-3.67183870590945	-4.67855521190240	-4.19657293556110	-4.22163279002416	-2.47296602638252	-4.40708592790463	-3.93410832900023	-4.83566167138991	-2.91407413697400	-2.50514183733937	-4.19178359870830	-6.89855775571511	-6.63476701447355	-3.10383241748953	-3.51038083379230
ACC_pS79-R-V	ACACA ACACB	-4.01057273633510	-6.64897008469638	-3.80464370453117	-4.72800484107114	-4.10252082418222	-3.52528691205243	-6.02478859537198	-4.44498411061698	-4.20574424016783	-3.93928530699528	-3.51908688544712	-4.50151538620304	-3.86968112880531	-5.54930823880058	-3.16260556758474	-2.35504318801714	-5.30338983595485	-4.79881814679499	-5.09816941215269	-3.95709719873900	-2.24633895537227	-4.92389372544947	-4.21709371549998	-3.89310055606234	-3.01907138575558	-1.98804580155689	-4.52397229142556	-4.37514622835268	-5.46634751101417	-2.64042637621737	-1.51277854995091	-4.24832579432879	-4.55173795608837	-4.52329459712750	-3.19328971408034	-2.43305661252493
ADAR1-M-V	ADAR	-3.78874769929916	-4.44176726331221	-4.11381117076499	-3.66158769799126	-4.04316573770788	-4.48202104978236	-5.39540554782352	-4.42143473108663	-6.70887277394087	-4.48870240416682	-4.27115742623803	-5.05947888767989	-4.79527567892530	-5.63976327025834	-3.23630071235846	-3.83110930549948	-3.97357301677848	-1.56196401702420	-5.47430472665516	-3.85800767984976	-4.15699367414330	-4.75260943191426	-3.64185464497638	-3.72356843082687	-2.72191943736831	-1.80888172984272	-4.32295836250450	-4.70882863822476	-4.03050892654823	-3.47285293193583	-3.18249653991029	-6.63627351154586	-4.58989660431871	-4.18690038637246	-3.95830984146151	-4.05613103850512
Akt-R-V	AKT1 AKT2 AKT3	-4.11554452839280	-4.11536790807648	-5.33349789618448	-3.59259122227513	-2.84406220117733	-2.52644526002391	-3.78945237587181	-6.63285282333642	-3.99683274128757	-2.72548552729685	-2.39806877320209	-4.74675042368583	-5.83036554990151	-3.33978938382232	-3.00632261134051	-3.06314619840991	-5.28694062155748	-5.89927504787715	-5.01700574049796	-2.64793919532230	-2.26415614300337	-4.41868014243437	-3.78743844838758	-3.44878806434408	-3.70555684124339	-2.31379694000298	-5.98078967087768	-3.07292145491167	-5.03753652031377	-2.68399602923657	-2.71270573227747	-5.90907396458536	-4.61104456857517	-5.23342015994197	-2.47816294247239	-3.42621613912839
Akt_pS473-R-V	AKT1 AKT2 AKT3	-3.67400619341949	-4.97639577877064	-3.72329225869379	-3.67194180519897	-3.31956454058739	-2.90658140358962	-3.05988524570929	-3.22636705183413	-3.29200545540814	-2.91171232756893	-3.72416334771451	-2.98424508943303	-3.57168140257852	-2.98728155215306	-2.65016546210805	-2.55459412369480	-5.66592313204096	-3.73561814988946	-4.20198910055018	-3.50713673972156	-2.84716616161011	-3.78300144908237	-4.11804541775235	-2.37697051247494	-4.12276126352930	-2.00368591645865	-2.90565564809694	-5.81467934683412	-3.92952577516682	-3.11814095700447	-2.12358827116888	-3.08696843492648	-4.03542810888250	-2.83811632416313	-3.93977992308275	-2.48736387344188
Akt_pT308-R-V	AKT1 AKT2 AKT3	-5.99809421807874	-5.73626921339595	-2.82826952559651	-5.73140352221191	-4.85991639307299	-5.45194962610113	-4.63762998096337	-4.54577807638657	-5.75750066742867	-4.85412842929672	-6.25123659341816	-5.00253277912978	-4.45006115237002	-6.37438476033717	-6.97141437800549	-2.57998401593098	-4.23092558838621	-4.92973493420813	-5.81664885258118	-5.79840747417082	-3.46032133841220	-5.37170521486566	-6.79951987162807	-5.01802085297752	-5.43841361566665	-3.57799105890022	-5.70598103889695	-6.34980440772975	-5.09055110789879	-4.61600380639948	-3.28552449827414	-5.42837420701378	-6.33018913339923	-4.50101735820176	-4.74596235317745	-4.87748322208075
AMPKa-R-C	PRKAA1	-3.48464837675090	-4.12881796158120	-4.18956449483186	-3.72270100812927	-4.17649946163420	-4.46405559294434	-3.87406715376576	-4.54170750616995	-4.49564572872350	-4.68491126398921	-3.52580016783346	-4.70959937076656	-3.86438210597024	-5.21357003231599	-5.44773332640708	-3.85659520420761	-5.50065258979509	-5.51851005406091	-4.75709029228065	-4.62518233793521	-3.79120361179597	-7.38913527816784	-4.06843624468791	-4.71327887609542	-3.25513063877611	-6.00816992596391	-5.52951716349942	-3.67859205796645	-5.69650565943184	-4.30686829396633	-5.11726217564600	-7.16578211242251	-4.71296959456897	-5.65943739012024	-3.76599900064360	-5.09797843970852
AMPK-a2_pS345-R-V	PRKAA2	-5.96643222964963	-4.36146454637180	-4.81441276834624	-5.78238736750194	-3.95699480974522	-5.87709532166054	-5.47993433435519	-6.47956319383390	-6.86729067617796	-5.42857961275064	-4.36561411179355	-5.23546070290581	-8.41347428397368	-6.44850960622674	-7.26672749779469	-4.60157608661213	-5.40663174106148	-5.39132333780878	-4.83561226200166	-5.84153319006868	-5.51032974393554	-7.51473772777814	-6.01881641217158	-4.81816226399516	-5.70418891372421	-5.65234899489154	-4.80363968271633	-5.07482434646751	-4.56737476174625	-6.44713450242040	-7.24977708845156	-5.42560539319589	-5.39494561175423	-5.89539941188555	-4.67381567874449	-4.53412599223150
AMPKa_pT172-R-C	PRKAA1	-4.28852560835399	-4.23470248573590	-4.65499762633538	-4.23975599596859	-2.99327971497859	-2.13434324242521	-5.23883953460061	-6.15589343607663	-6.64356068669200	-3.70300358279852	-2.85593511313717	-4.14287410609659	-4.71691464034333	-4.99548742110373	-4.50030232006663	-2.02790737131130	-4.74099493827832	-5.00756294958924	-4.10110140076007	-4.45781701706526	-1.92035865798555	-3.50581415017099	-4.83529566438162	-4.01614159137997	-3.75709112129275	-4.49235776950927	-5.06262965129205	-4.26261360742049	-5.00875067272080	-4.22703087382481	-2.36730801728544	-4.19508762278056	-6.77554367461348	-3.35647310796459	-4.49327580615996	-2.92788559219148
Annexin-I-M-V	ANXA1	-4.21398564184075	-5.21925687346051	-4.82875874366288	-5.00998872604694	-3.54271712200272	-3.56431021565279	-4.42845358865363	-3.92832091822834	-5.01028187776652	-4.70184397665356	-3.40947355731833	-4.08489547025593	-3.99914746689339	-4.17077482980233	-4.15284206041113	-3.48287734409508	-4.90181143394829	-4.11301597349507	-4.66855802310721	-3.21535021984512	-3.35895039319157	-4.59148157658373	-3.41983503585688	-4.93600735175723	-3.20174642938405	-4.39497878055200	-4.39726487261222	-3.20981186666070	-5.73661237059102	-5.85336841320024	-4.08395177709783	-4.49852826413554	-3.81182099306118	-4.38438318072157	-3.53837503077342	-4.81329786112692
Annexin-VII-M-V	ANXA7	-6.40379879212298	-4.46104505662418	-3.24650631326108	-4.19715932516133	-5.38363939270808	-5.02913732940887	-5.04122755084781	-3.78633900169880	-4.59572734260681	-5.48453271206664	-4.34073664013100	-3.87438456469455	-5.34685274142124	-5.09905389134521	-5.06972515765789	-5.83750523140403	-4.84275849928119	-5.92119626907757	-4.04021167640505	-4.48836384248855	-4.13587801967966	-4.52557580980461	-5.78149168407810	-4.26393334622951	-5.18321871372069	-4.02459985134209	-4.53454662481000	-8.26514027884019	-3.01051415195840	-5.40920382236399	-4.67198763975953	-4.65227527496888	-7.89991939569020	-4.83363807529943	-4.38499478126331	-3.55483856873002
AR-R-V	AR	-4.05937028527683	-4.85164112529064	-3.91554170614694	-3.28036825239769	-3.03789679151480	-4.24045184061267	-4.68921654958262	-6.01069067861715	-4.99251074658880	-4.33920977397875	-4.41414361110630	-4.02238213056340	-6.62623814725966	-5.32611539603047	-3.39052046220664	-3.26442170930316	-4.49692507913720	-5.04458959822164	-3.64483514788996	-3.76126686564105	-3.00809992718882	-4.89018978527101	-4.13025614789163	-2.79640582362572	-3.69424417217765	-5.19198229998933	-5.30148299665606	-3.65994908054501	-5.26708812727728	-4.23059882906562	-4.76665019945759	-3.90310611067764	-7.36982487878607	-2.65516706457468	-2.99864142302998	-2.85268658996215
A-Raf-R-V	ARAF	-7.23091072672542	-4.72440670355875	-4.57622759060223	-4.17065428424036	-4.28467209198614	-4.62362998249980	-4.63746137666696	-5.95950695698887	-4.33662996836028	-5.32561943337383	-4.65218094121896	-3.89039450330190	-5.59648510524549	-5.52450705023931	-5.80161118229456	-3.85079078500410	-5.16309237345479	-4.65687183176940	-4.37215644941611	-7.31018518120070	-3.59365610477898	-4.29688153126877	-5.33390884675434	-4.99159389483182	-4.48280388817697	-5.18764389731578	-4.42170963180721	-6.10268917539946	-5.45107711361643	-4.27648652894572	-4.12132738427810	-4.61558767951613	-4.16769691254291	-6.38987454691620	-3.82653208512249	-5.54797225723294
ARID1A-R-C	ARID1A	-7.27244196234777	-5.34059779400252	-5.49560783384650	-4.89089317832952	-2.84394157593504	-3.18272263551064	-4.70059698225482	-5.50368702195655	-6.83767724208047	-3.45712192743843	-3.22081107608196	-4.73742316139775	-8.00659085579239	-4.52545183789833	-2.90079918730874	-2.71271525594691	-5.74039988443685	-5.52133311875588	-6.26186013986743	-2.45372459585027	-2.45101222482697	-6.00248871623189	-4.80089746410488	-4.72949692188483	-4.23234745482561	-1.94032107103444	-4.81695210452038	-4.30877156411535	-4.46874742047463	-2.56124115755217	-3.01229161390512	-5.86908272446937	-9.33608742959658	-4.61710163031036	-3.99592574088291	-3.87500964916415
Atg3-R-V	ATG3	-4.99706768138021	-4.18977858119019	-4.94267835775070	-5.03504104918891	-5.73140565674538	-5.80901189034561	-5.02931742157193	-5.56053299083487	-4.63341725491296	-7.91828631537932	-5.08263227719992	-5.84942249292813	-5.14278493730317	-4.19831945857455	-5.96472637510375	-5.37763604738841	-6.46552180727745	-5.90119592792364	-4.18957012726966	-5.07554066046238	-4.36590979385601	-7.02163035325002	-4.74511804584791	-6.71789077505450	-4.42914442708713	-5.48190694423546	-6.24977836739033	-4.16944545010863	-5.89914271280930	-5.17034116049265	-5.51054934288453	-6.58670023051215	-5.43873674650561	-6.92105410386919	-4.36306462228967	-5.07053545776193
Atg7-R-V	ATG7	-4.57424762677160	-4.94500987863500	-4.13588511571668	-4.58750361151445	-5.20451588110590	-5.71007806555140	-5.19232371654431	-4.90703078620751	-5.51367540340436	-4.66842030768309	-5.23705578227640	-4.62223102711731	-5.27128710617796	-5.47493549283734	-5.09103735257156	-5.57088672621487	-3.73684641151885	-5.16196645601598	-8.93346842003186	-5.75183203347576	-3.43471521929850	-4.67593736604883	-5.85634164900791	-5.08981473194573	-4.69646974651245	-4.93871058656186	-5.37938615463893	-5.04253057878750	-5.46887274209763	-4.89487365949453	-5.04322857428906	-4.98754461121480	-5.45685514903201	-5.19491373116915	-5.30742127596736	-3.67721449277825
ATM-R-V	ATM	-5.41825129990790	-5.72461330184021	-4.91413139725785	-4.77156434586540	-4.27747063972379	-4.30410668161797	-4.96109556250587	-5.05878172399884	-5.67062629091582	-4.71024600000390	-3.82066438155721	-5.22254009446611	-5.45994031300641	-6.47667380841010	-4.21921201116848	-3.22192869573130	-5.91579892625181	-5.80076694436267	-5.90441571794931	-4.55048136313235	-3.00351278610198	-5.13932974896370	-6.07777946847744	-6.67717552535144	-2.95673310722085	-4.28161124253211	-5.01763456533481	-6.00367808399106	-6.17141191707307	-4.29583506125316	-3.86572535536051	-4.98239479794453	-5.49009920241192	-6.27787536670615	-4.69926737730028	-4.55442019685485
ATM_pS1981-R-V	ATM	-5.57064382639605	-4.99249872152179	-4.88227769700459	-4.09850947221310	-3.78678818808766	-5.10076886083874	-4.34975828350172	-6.11434866509576	-5.69854347942113	-5.71034013271821	-5.15998891118455	-5.43706878299726	-5.33888009931588	-4.69707861191969	-6.05609846713199	-6.37985778320278	-5.10622551049664	-6.07118941848977	-5.64863488699445	-5.42311721880765	-5.40306390961534	-5.41128240213701	-4.04736587097382	-5.08188413285953	-3.57255259437951	-6.33014597428072	-5.36208230330238	-3.60427068468909	-5.76635667558462	-3.68896856102280	-4.69997670346814	-5.14098310670121	-4.81564161981181	-5.96713309198564	-3.61024593014661	-4.55107454762478
ATR_pS428-R-C	ATR	-4.65886812488456	-5.06246765838964	-6.76080638432925	-4.80855193652372	-5.88866266856390	-4.80979080984711	-6.22616720693596	-7.56014377423321	-6.01401315902691	-4.72341370607272	-4.14185109610027	-4.71896396841209	-6.08315547262600	-6.45246880133029	-4.86012072579041	-4.90334174230817	-5.44033321408029	-5.69062399279880	-5.17400322931324	-5.11748872014588	-4.17709603278261	-7.03000147644215	-4.96045452869943	-5.70646495307859	-4.51861335662871	-3.82661741774345	-5.26410103084371	-7.17824279692620	-6.08196164428973	-6.23341119860810	-5.03085043329037	-6.54871600453795	-8.42708386819736	-4.72340140319725	-5.83978594351523	-4.98495992754087
Aurora-B-R-V	AIM1	-4.15529877127511	-5.82182357616162	-5.49969902800282	-9.52591089458541	-3.93562412578913	-4.00555466948670	-7.86199447844406	-6.05854288611331	-6.31847467882601	-5.06692353424655	-5.22806642862758	-6.06307692845935	-4.71875452150412	-4.96221882135421	-4.42449721170339	-4.40423778604033	-5.54706436575844	-6.38351639695608	-5.02063905205475	-4.23791972062091	-3.70697554136492	-4.77751314798145	-6.47501824893798	-4.68952698603944	-4.81423255039811	-3.56751849931518	-5.13181086384045	-5.77662527605865	-4.75442023503789	-4.81359625422481	-4.55793533033730	-5.50783721487201	-5.10281499808479	-5.66979677254621	-4.72909133116420	-4.48485282428382
Axl-R-V	AXL	-3.65665931472426	-3.88631102236520	-3.99452445653558	-3.66545553853086	-3.26000725679951	-2.64823121676429	-4.29798300018184	-5.10386663132340	-4.34073314613912	-3.49594170351018	-3.21193613182606	-4.61254411127837	-3.40969102076201	-4.73089131787825	-3.48755018954134	-3.47149325798360	-5.60858650847834	-4.64413604337973	-4.49812815958825	-5.04313123286414	-4.05244555687348	-4.68251385537547	-5.50202046676396	-5.19605120880843	-4.29084588278123	-3.53083839804666	-3.82753767160861	-4.91547378303410	-4.86176759746985	-5.03445932534192	-4.26984000558825	-4.19014370791811	-5.67459048199170	-4.31137227665889	-4.68574640821485	-3.06234457204332
B7-H4-R-C	VTCN1	-4.20760605835037	-3.64188540577737	-4.44161045753907	-3.77632266939722	-5.22553278322675	-3.52013352102629	-3.85094513043606	-5.62948234661994	-4.34878026684558	-4.83948470456516	-3.69716646703819	-7.38763543400213	-5.07494928799718	-4.96535614506724	-4.48266551619841	-4.52310586545180	-7.22590055777491	-4.20889240363363	-3.93609948990368	-4.57559860099675	-3.77339625125974	-4.26691777569107	-3.43241953933842	-4.94671235543752	-2.99670457263814	-4.38425874211490	-6.46413907472849	-3.36607326957339	-4.49173383653561	-4.87330646939917	-5.80502721925641	-4.82536358479055	-4.02643660104806	-4.96116335917019	-3.29272891835584	-5.18340990415115
b-Actin-R-C	ACTB	-5.47872032945440	-5.25739368861053	-4.14635834839866	-5.14267005518967	-4.78988384853985	-3.25268182943949	-4.92193937381515	-6.22834421651087	-4.98963256424788	-4.08798312310494	-3.58806544662498	-5.60746353846854	-4.36481605614206	-4.76851798746418	-4.04168581205785	-2.26107828534797	-4.31094959160670	-4.81396838317762	-4.11077393999762	-3.73816419770499	-4.17842265749520	-5.86454100853845	-4.62621952295757	-3.21913317217096	-3.40750849285088	-3.32047931172464	-4.74566541895070	-5.39439431140936	-5.09215129980013	-3.99103707927672	-3.40799568835462	-5.76307605279243	-5.05742825594345	-3.80776131715862	-2.48020837728303	-4.27636227095000
Bad_pS112-R-V	BAD	-3.89261265123777	-5.04867504700394	-5.07873323573756	-4.06130314158386	-4.46030699961124	-9.04311618831734	-5.50787319227923	-5.50469314203647	-5.54218386327703	-5.17113097200577	-3.77323112635600	-5.35186853347367	-5.66052499779183	-5.26585857893565	-4.20048260774790	-5.56864511659765	-5.28960365421319	-7.61439629035087	-5.43226096465208	-4.26236908408072	-5.31151608159986	-5.47190597515509	-5.06817964236674	-6.55073859259899	-4.55993666360567	-4.67601972188800	-5.87960519463676	-6.16366470206063	-5.93669824579457	-4.36538949785068	-4.48712222820980	-5.64481281350395	-6.01409253380112	-5.29204453950200	-5.21110822791836	-4.01549861236943
Bak-R-C	BAK1	-3.32517218561708	-5.29595127726181	-5.57576589852507	-3.65644425100582	-5.05172097138042	-5.47372473242259	-4.80911844889724	-5.74578021334698	-6.07751425398051	-5.95069425755967	-4.05250554621441	-8.95977200022098	-4.86497865319864	-4.87828932495016	-4.93250390991996	-4.11242070836025	-6.22600297079588	-6.31366118784404	-3.85550459729111	-5.64908955214809	-4.26948427891549	-5.35062169202090	-4.12085410781391	-8.00338436946623	-3.45336362440821	-4.07363097377343	-5.90962330286835	-4.07897259245399	-6.17916533693123	-5.98992441246967	-4.23987227768914	-4.86724063172864	-4.80516762293408	-4.54695390719371	-3.80912942737603	-4.71196034511387
BAP1-M-V	BAP1	-6.47797701207179	-6.18319044426159	-6.50710910303545	-6.11732497539087	-4.08939941139374	-6.22268332921838	-6.73217042658900	-5.74284190259702	-5.91123921176358	-5.84956399257421	-5.62211451505951	-5.05099228209428	-5.85391528692999	-5.26151980791165	-4.26759580637009	-6.59624879413096	-6.50518785445620	-4.83578775382557	-5.81424353530632	-5.74594107125932	-6.00515958677789	-6.33567201571629	-3.84308540601671	-8.30215182765307	-5.08146861096554	-5.76152180000680	-6.29977722784796	-6.62818170729453	-6.29516188991745	-5.74178261184192	-6.40030475723521	-5.07276576220300	-5.26831902929423	-5.11699174340309	-4.71371216062535	-5.08535741148379
Bax-R-V	BAX	-4.59653289025120	-5.53039482026579	-6.62151128368551	-4.49286079408736	-4.05158947217193	-3.67312336993052	-4.66906438959712	-4.81083117148638	-5.17054932520166	-6.98890942713004	-4.94227731168764	-5.23017838998078	-5.17124034770202	-5.77566117549399	-3.94841550799572	-6.73597422185350	-5.68439293756268	-4.75353933191093	-6.75531005712371	-4.68357476305752	-4.05674394384000	-4.87368511165020	-4.22233267399161	-6.50700542799534	-6.15869621126213	-4.39814159608762	-6.10349967450565	-4.66334528315122	-6.17663162435299	-4.77371495843030	-5.87573717315850	-4.19156398960850	-5.15212268815665	-5.59277928285495	-4.77909675229962	-3.84526056386426
b-Catenin-R-V	CTNNB1	-3.95986620128975	-6.94372662633009	-5.91932857495516	-4.45628374042429	-3.62445216732778	-3.58928609117566	-4.95882558450352	-4.40572441324831	-4.52109098173566	-4.78860247048458	-3.27623559814299	-4.92002524343830	-4.38855111267414	-4.18119409102855	-3.05675110209102	-2.91356941360985	-5.10696511147779	-4.12481733676613	-9.25329916024922	-3.45718900316124	-3.99151409664890	-4.11249456885438	-4.40749520389038	-5.38066160794369	-4.43936835264830	-3.59507656446574	-5.13903571858409	-5.45260422408537	-5.33897337161373	-3.35629174007398	-2.39853356734770	-4.29361571539374	-4.49865799187731	-4.44675275912130	-4.81520838715935	-2.66230069175542
b-Catenin_pT41_S45-R-V	CTNNB1	-4.32771517470291	-4.34421752588909	-4.53672859778641	-4.42040390610181	-3.82062342422936	-4.28895213179355	-5.21361317665005	-6.11235776454079	-5.64027295402429	-4.79505180145863	-4.94217583295013	-5.42402563716250	-5.69447789212449	-7.45517764808351	-6.19251214673264	-4.93041940523748	-5.62054685790391	-7.33555034970687	-6.63727854880954	-5.64433803659751	-4.89299438772243	-5.06543926190623	-6.17871617052306	-4.91889330371301	-4.45042326687722	-4.05394324487466	-5.89431437924185	-4.27350912785897	-5.68325539041461	-5.18102414951105	-4.70966997148309	-5.99938777828320	-4.51183827180359	-4.14954848338128	-3.90396513763029	-7.17429633577928
Bcl2-M-V	BCL2A1	-5.26674590271387	-4.52897648087358	-5.87815097304505	-4.76574488402518	-6.31394196140642	-3.76567337532122	-3.83740123795988	-4.74021391793344	-4.44286768044622	-3.87506751334900	-3.09384197925548	-4.32386349352305	-5.67406587463304	-4.50227885983535	-7.70777911819872	-5.05954897377007	-4.06638734092270	-5.22499797788492	-3.65315154275631	-4.96993381352336	-4.59967985287331	-4.90928050258927	-3.53374317591011	-6.10129936842600	-3.44918830896951	-6.10377104255522	-3.91393339310132	-3.70274145005381	-4.23391213690710	-5.57269676835945	-8.04608583978349	-4.49676733057658	-6.02739323744043	-5.08761998312397	-3.27188818294544	-5.49207289104091
Bcl-xL-R-V	BCL2L1	-3.85153571062756	-4.17044570244165	-4.27537514718359	-3.65367807458941	-3.74911629127805	-4.58550491370524	-4.02615173943834	-4.65954648314150	-4.89699363319570	-4.21174565535771	-3.84738187452429	-4.90602344086268	-5.81089947287980	-5.49543940932148	-5.45429765544296	-2.19075017099510	-4.69421482920448	-5.52054947846288	-4.60433693599475	-4.43719212693079	-4.52138734776265	-4.67660016394223	-3.74087103798909	-5.74117064930481	-3.50096869856149	-3.70778214316558	-5.31215474412719	-4.11790399497015	-4.97483999887295	-4.24124862934764	-2.67751098741117	-4.78054327906836	-4.82675514516403	-5.82907328953699	-4.03620383037697	-3.88445117118145
Beclin-G-C	BECN1	-4.96156185485240	-5.12067812324120	-4.72029147775117	-5.82129973741028	-5.05667316466199	-3.74891527051697	-4.32699662696848	-6.80020954207811	-6.05203162045620	-6.04902626944333	-4.79681338113624	-5.63750263133662	-6.31722990829227	-5.27966913553355	-4.56195970418953	-5.24032183592165	-5.70588247730153	-5.40149340939135	-5.25248699375763	-3.94691318845293	-4.96925609543552	-5.67190165826418	-3.96945634434911	-6.41731887434850	-4.73673355519584	-5.22133442467142	-4.66646040819894	-4.06850794455395	-8.88529822262538	-3.72517570538417	-4.28552208213976	-2.97839754097431	-4.71716371736364	-7.51928115808627	-3.35573750277295	-5.17841768466242
Bid-R-C	BID	-3.70981110973564	-3.74332674651230	-4.55723568011265	-4.69419652390444	-4.02198936945435	-4.19926535665420	-5.96346816585120	-8.02099873994020	-5.23045586726766	-5.51764155368197	-4.51536131243580	-5.32465948400844	-6.15438712674039	-4.70727241161622	-4.57716232640263	-5.19970471274313	-5.91650458469760	-4.98417642276116	-6.22707075103705	-5.43479877307356	-4.58302444848859	-5.41167531152515	-5.18705341518080	-6.64798455521550	-4.54815167953257	-4.23472499295897	-5.78344139493831	-5.93967621798160	-6.00360146358524	-6.46605781623519	-4.28063238282068	-6.98498436205876	-5.97475132952001	-5.38472488226809	-5.36876469687657	-5.35511206106114
Bim-R-V	BCL2L11	-4.11363884161672	-4.57729682338438	-4.26272176718306	-3.84776476770842	-2.48081297946570	-2.73918537358948	-5.32122294672938	-4.89731250206893	-5.01687530436174	-5.68867776579724	-5.01584786722730	-4.03140309999439	-4.63073184997798	-5.15654793013550	-3.99791341729573	-3.09899850040320	-4.46921622152908	-4.16763612902466	-4.00147925093606	-6.68267278460150	-2.19821232239972	-3.97283856231503	-4.60054677104297	-4.39938092592678	-3.78468857005109	-2.80422223821032	-4.42728183393887	-4.75876927553633	-4.38320608102161	-4.89880766374257	-3.84452977495894	-4.37915117251682	-6.74941874173410	-4.39574442157176	-4.11411343651597	-4.41164553456033
BiP-GRP78-M-C	HSPA5	-5.99206061330649	-6.78540103496549	-5.76083891677921	-5.07584547151467	-4.28410101071413	-5.10375627770149	-6.17372506006282	-6.55959102127627	-5.52339891383999	-3.98227630929479	-4.06950106514397	-6.96054233992040	-6.14135023407670	-6.09719050575326	-5.04326131310617	-5.54737682272118	-5.73534473533595	-5.83788095920377	-6.55517904277235	-4.08880866434743	-3.85421793491223	-5.97634519482680	-4.79062855976023	-7.26393774585988	-4.30786632867236	-5.60960146028801	-5.34789741091441	-6.15161005831709	-5.90992885268167	-3.67072385002975	-3.93756083313555	-7.67906964483061	-5.98001231842026	-6.17313429907161	-7.29243555505441	-4.95749378301077
